"time" "x" "z" "v.x" "v.z" "d" "speed"
3974400 -105461136778.807 101849164596.1 -19888.6162940877 -21384.1666818106 146612767860.107 29203.418340477
4060800 -107162097180.537 99986458015.7717 -19484.4289068373 -21732.9214808234 146564002601.835 29188.4025927634
4147200 -108827868118.015 98093910639.1041 -19074.0618223324 -22074.9098319788 146512525688.368 29173.9863318703
4233600 -110457919940.946 96172111222.9845 -18657.6141165145 -22410.0362031727 146458277522.189 29160.1832495661
4320000 -112051731586.169 94221656725.9855 -18235.1854871861 -22738.2062663664 146401199269.843 29147.0069469218
4406400 -113608790630.764 92243152205.9762 -17806.8762399597 -23059.3268595109 146341232868.525 29134.4709345992
4492800 -115128593344.041 90237210721.0366 -17372.7872763981 -23373.3059481682 146278321032.511 29122.588633184
4579200 -116610644738.59 88204453233.699 -16933.020084348 -23680.0525868884 146212407259.457 29111.3733735585
4665600 -118054458620.605 86145508518.5348 -16487.6767304669 -23979.4768804058 146143435836.582 29100.838397309
4752000 -119459557639.644 84061013073.0994 -16036.8598549473 -24271.4899447134 146071351846.744 29090.9968571643
4838400 -120825473338.037 81951611032.2434 -15580.6726684356 -24556.0038680735 145996101174.452 29081.861817459
4924800 -122151746200.116 79817954085.7937 -15119.2189511502 -24832.9316720227 145917630511.804 29073.4462546182
5011200 -123437925701.47 77660701399.6011 -14652.6030541976 -25102.1872724283 145835887364.392 29065.7630576584
5097600 -124683570358.405 75480519539.949 -14180.9299030887 -25363.6854406512 145750820057.178 29058.8250287003
5184000 -125888247777.802 73278082401.3109 -13704.3050034578 -25617.3417648714 145662377740.371 29052.6448834873
5270400 -127051534707.569 71054071137.4405 -13222.8344489848 -25863.0726116298 145570510395.317 29047.2352519081
5356800 -128173017087.867 68809174095.7729 -12736.624931525 -26100.7950876409 145475168840.421 29042.6086785151
5443200 -129252290103.311 66544086755.1119 -12245.7837534482 -26330.42700193 145376304737.128 29038.7776230368
5529600 -130288958236.331 64259511666.5726 -11750.4188421931 -26551.886828348 145273870595.971 29035.7544608775
5616000 -131282635321.887 61956158397.7447 -11250.638767039 -26765.0936685174 145167819782.712 29033.551483601
5702400 -132232944603.728 59634743480.0362 -10746.5527581038 -26969.9672152624 145058106524.6 29032.1808993922
5788800 -133139518792.389 57295990359.1545 -10238.2707275716 -27166.4277165773 144944685916.749 29031.6548334929
5875200 -134002000125.119 54940629348.6749 -9725.90329316015 -27354.395940186 144827513928.676 29031.9853286056
5961600 -134820040427.937 52569397586.6442 -9209.56180383483 -27533.7931387471 144706547411.004 29033.1843452621
6048000 -135593301179.999 50183038995.1601 -8689.35836777987 -27704.5410157595 144581744102.358 29035.2637621498
6134400 -136321453580.49 47782304242.8649 -8165.40588263742 -27866.5616922238 144453062636.468 29038.2353763917
6220800 -137004178618.213 45367950710.2847 -7637.81806802636 -28019.7776741157 144320462549.502 29042.1109037746
6307200 -137641167144.104 42940742457.9411 -7106.70950035445 -28164.1118207302 144183904287.651 29046.9019789207
6393600 -138232119946.841 40501450197.1588 -6572.19564993797 -28299.4873139543 144043349214.988 29052.6201553961
6480000 -138776747831.766 38050851263.4859 -6034.39292044486 -28425.8276285284 143898759621.609 29059.2769057511
6566400 -139274771703.323 35589729592.64 -5493.41869068206 -28543.0565033617 143750098732.105 29066.8836214898
6652800 -139725922651.216 33118875698.9045 -4949.39135875337 -28651.0979139656 143597330714.373 29075.4516129629
6739200 -140129942040.393 30639086655.7737 -4402.43038852661 -28749.8760460395 143440420688.674 29084.9921091352
6825600 -140486581605.273 28151166078.9265 -3852.65635858872 -28839.3152703457 143279334737.213 29095.5162573165
6912000 -140795603548.28 25655924111.2888 -3300.19101360049 -28919.3401188935 143114039914.079 29107.0351227756
6998400 -141056780642.879 23154177410.0681 -2745.15731807324 -28989.8752625088 142944504255.568 29119.5596882369
7084800 -141269896341.284 20646749135.6415 -2187.67951257725 -29050.8454898482 142770696790.859 29133.1008532354
7171200 -141434744887.482 18134468942.3163 -1627.88317262043 -29102.1756880712 142592587553.516 29147.6694334738
7257600 -141551131435.05 15618172970.5408 -1065.89526985057 -29143.7908250244 142410147593.072 29163.2761599081
7344000 -141618872170.454 13098703840.6168 -501.844235849572 -29175.6159331759 142223348987.202 29179.9316777343
7430400 -141637794442.088 10576910647.762 64.139971435165 -29197.5760953949 142032164854.549 29197.6465452665
7516800 -141607736895.142 8053648958.31352 631.925798657265 -29209.5964326368 141836569368.085 29216.431232656
7603200 -141528549612.508 5529780806.89198 1201.38002542054 -29211.6020936249 141636537769.011 29236.2961204347
7689600 -141400094262.016 3006174694.36969 1772.36768994467 -29203.5182466572 141432046381.293 29257.2514978971
7776000 -141222244250.233 483705586.465559 2344.75201201352 -29185.2700736459 141223072626.844 29279.307561305
7862400 -140994884882.859 -2036745087.27948 2918.39431326567 -29156.7827664434 141009595041.192 29302.4744118526
7948800 -140717913532.999 -4554289434.28026 3493.15393437035 -29117.9815259353 140791593290.692 29326.7620536929
8035200 -140391239814.658 -7068033099.74484 4068.88815020049 -29068.7915630119 140569048188.411 29352.180391117
8121600 -140014785765.38 -9577075267.68567 4645.45208151779 -29009.1381028584 140341941712.405 29378.7392260524
8208000 -139588486036.811 -12080508662.4222 5222.69860372419 -28938.9463921858 140110257024.929 29406.4482553597
8294400 -139112288092.827 -14577419550.8573 5800.47825289027 -28858.1417093319 139873978492.01 29435.3170677357
8380800 -138586152415.567 -17066887745.7716 6378.63912899012 -28766.6493774241 139633091703.499 29465.3551402581
8467200 -138010052720.04 -19547986610.391 6957.02679614823 -28664.3947809237 139387583494.041 29496.571834689
8553600 -137383976177.684 -22019783064.5233 7535.48417982119 -28551.3033857724 139137441965.127 29528.9763935486
8640000 -136707923648.999 -24481337592.5953 8113.85146095202 -28427.3007632708 138882656508.087 29562.5779358947
8726400 -135981909925.367 -26931704253.9276 8691.96596712705 -28292.3126178338 138623217827.937 29597.3854527547
8812800 -135205963980.352 -29369930695.585 9269.66206070705 -28146.2648188374 138359117968.133 29633.4078022059
8899200 -134380129230.816 -31795058168.1611 9846.77102388714 -27989.0834368005 138090350336.32 29670.6537041071
8985600 -133504463808.127 -34206121544.8831 10423.1209406654 -27820.6947841365 137816909731.131 29709.1317344653
9072000 -132579040839.712 -36602149344.441 10998.5365757243 -27641.0254607021 137538792370.047 29748.8503194111
9158400 -131603948741.194 -38982163757.9723 11572.8392502327 -27450.0024043865 137255995918.314 29789.8177287568
9244800 -130579291519.377 -41345180680.644 12145.8467145687 -27247.5529470066 136968519518.967 29832.0420691197
9331200 -129505189086.368 -43690209748.303 12717.3730179716 -27033.6048757916 136676363823.986 29875.5312765925
9417600 -128381777585.099 -46016254379.6902 13287.2283751383 -26808.0865007482 136379531026.639 29920.2931089366
9504000 -127209209726.505 -48322311824.74 13855.2190297948 -26570.9267282103 136078024895.018 29966.3351372754
9590400 -125987655138.619 -50607373219.513 14421.1471152801 -26322.0551408912 135771850806.81 30013.6647372604
9676800 -124717300727.839 -52870423648.3398 14984.8105121844 -26061.4020848003 135461015785.329 30062.2890797042
9763200 -123398351052.611 -55110442213.7797 15546.0027031207 -25788.8987632939 135145528536.84 30112.2151205928
9849600 -122031028709.8 -57326402115.03 16104.5126246902 -25504.4773386855 134825399489.214 30163.449590495
9936000 -120615574731.34 -59517270733.5734 16660.1245172575 -25208.0710402746 134500640828.752 30215.9989823612
10022400 -119152249005.369 -61682009736.5866 17212.6177696967 -24899.6142876659 134171266552.052 30269.8695431648
10108800 -117641330691.102 -63819575177.5998 17761.7667658495 -24579.0428107143 133837292495.861 30325.0672568976
10195200 -116083118664.643 -65928917619.8895 18307.3407249119 -24246.2937894751 133498736388.925 30381.5978339448
10281600 -114477931969.99 -68008982266.6458 18849.1035414258 -23901.3059984254 133155617895.268 30439.4666961456
10368000 -112826110286.558 -70058709105.6387 19386.8136227466 -23544.0199624833 132807958661.908 30498.6789621604
10454400 -111128014410.988 -72077033067.6478 19920.2237245178 -23174.3781234608 132455782368.168 30559.2394317002
10540800 -109384026752.805 -74062884200.249 20449.0807849405 -22792.325017933 132099114776.436 30621.1525692962
10627200 -107594551838.97 -76015187854.3812 20973.1257592185 -22397.8074641661 131737983778.278 30684.4224862364
10713600 -105760016847.956 -77932864894.146 21492.0934483206 -21990.7747673069 131372419458.154 30749.0529229401
10800000 -103880872133.628 -79814831914.5568 22005.7123349149 -21571.1789276829 131002454132.708 30815.0472285398
10886400 -101957591798.025 -81660001492.0822 22513.7044081441 -21138.9748760001 130628122427.521 30882.4083417316
10972800 -99990674252.7916 -83467282445.83 23015.7849968425 -20694.1207123601 130249461328.713 30951.1387686885
11059200 -97980642789.991 -85235580116.9622 23511.6626048236 -20236.5779578327 129866510230.37 31021.2405600824
11145600 -95928046190.7681 -86963796680.8838 24001.0387398738 -19766.3118304597 129479311008.1 31092.7152878596
11232000 -93833459334.3357 -88650831477.7169 24483.6077488143 -19283.2915315431 129087908079.49 31165.5640200572
11318400 -91697483823.6273 -90295581369.6021 24959.0566541594 -18787.4905497625 128692348468.97 31239.7872947777
11404800 -89520748625.2878 -91896941125.2794 25427.0649935628 -18278.8869827089 128292681874.747 31315.3850928503
11491200 -87303910722.823 -93453803832.2079 25887.3046628606 -17757.4638757891 127888960736.287 31392.3568087475
11577600 -85047655783.4532 -94965061339.321 26339.4397635886 -17223.2095801694 127481240303.982 31470.7012203756
11664000 -82752698838.0644 -96429604731.8303 26783.1264558343 -16676.1181302989 127069578710.722 31550.4164575509
11750400 -80419784973.5056 -97846324839.327 27218.0128173447 -16116.1896414394 126654037044.809 31631.4999689231
11836800 -78049690036.7048 -99214112779.0353 27643.738709926 -15543.4307279734 126234679424.304 31713.948487345
11923200 -75643221349.9981 -100531860536.181 28059.9356542648 -14957.8549432864 125811573072.873 31797.7579936995
12009600 -73201218436.8682 -101798461583.321 28466.2267143792 -14359.4832418996 125384788397.05 31882.9236791238
12096000 -70724553757.2028 -103012811540.594 28862.2263930116 -13748.3444645404 124954399064.832 31969.4399055897
12182400 -68214133451.0689 -104173808878.882 29247.5405393746 -13124.4758468188 124520482085.535 32057.3001648001
12268800 -65670898089.8691 -105280355667.985 29621.7662707733 -12487.9235521557 124083117890.821 32146.4970353662
12355200 -63095823433.6125 -106331358371.889 29984.4919097401 -11838.7432295687 123642390416.785 32237.022138233
12441600 -60489921192.8829 -107325728693.339 30335.2969384385 -11177.0005968873 123198387186.998 32328.8660903232
12528000 -57854239793.9351 -108262384469.906 30673.7519722168 -10502.7720499119 122751199396.356 32422.0184563744
12614400 -55189865145.175 -109140250623.832 30999.4187543237 -9816.14529797559 122300921995.607 32516.4676989504
12700800 -52497921403.107 -109958260167.938 31311.8501739331 -9117.22002629145 121847653776.372 32612.2011266128
12787200 -49779571735.6341 -110715355269.925 31610.590309764 -8406.10858538909 121391497456.489 32709.2048402449
12873600 -47036019080.3968 -111410488377.427 31895.1745017276 -7682.93670784267 120932559765.467 32807.4636775288
12960000 -44268506895.6193 -112042623406.165 32165.1294531791 -6947.84425238395 120470951529.833 32906.9611555846
13046400 -41478319900.7002 -112610736993.58 32419.9733665041 -6200.98597536543 120006787758.118 33007.6794117902
13132800 -38666784803.5464 -113113819820.291 32659.2161149208 -5442.53232939441 119540187725.221 33109.5991428106
13219200 -35835271011.3893 -113550878001.724 32882.3594535337 -4672.67028879616 119071275055.834 33212.69954188
13305600 -32985191321.5561 -113920934552.193 33088.8972728288 -3891.60420138133 118600177806.632 33316.9582343891
13392000 -30118002588.3865 -114223030923.693 33278.3158979499 -3099.55666578933 118127028546.853 33422.351211849
13478400 -27235206362.1881 -114456228621.562 33450.0944372478 -2296.76943345224 117651964436.903 33528.8527643169
13564800 -24338349495.8192 -114619610899.095 33603.7051837374 -1483.50433397361 117175127304.563 33636.4354113877
13651200 -21429024714.164 -114712284533.067 33738.6140732322 -660.04422244013 116696663718.359 33745.0698318744
13737600 -18508871141.4372 -114733381681.999 33854.2812030592 173.306053118607 116216725057.616 33854.7247923219
13824000 -15579574780.9095 -114682061828.79 33950.1614153652 1016.21866623786 115735467578.683 33965.3670745211
13910400 -12642868941.2986 -114557513809.206 34025.704949135 1868.34181096853 115253052476.771 34076.9614022173
13996800 -9700534603.7051 -114358957927.415 34080.3581651158 2729.29868813645 114769645942.827 34189.4703672292
14083200 -6754400722.61333 -114085648159.547 34113.5643479086 3598.68648219591 114285419214.813 34302.8543552288
14169600 -3806344454.10289 -113736874445.932 34124.7645895185 4476.07533241534 113800548622.724 34417.0714714589
14256000 -858291304.047751 -113311965072.311 34113.3987586616 5361.00730261544 113315215626.637 34532.0774666997
14342400 2087784811.29116 -112810289139.966 34078.9065600927 6252.99535419462 112829606847.055 34647.8256638294
14428800 5029861600.23956 -112231259124.246 34020.7286881502 7151.52232772038 112343914086.751 34764.266885361
14515200 7965868534.56721 -111574333520.504 33938.3080785933 8056.03993893907 111858334343.287 34881.3493823747
14601600 10893687100.8918 -110839019575.926 33831.0912626446 8965.96779565669 111373069811.354 34999.0187653046
14688000 13811151173.6209 -110024876105.154 33698.5298269203 9880.69244256925 110888327874.015 35117.2179370815
14774400 16716047518.7299 -109131516386.94 33540.0819826451 10799.5664417674 110404321081.928 35235.8870291739
14860800 19606116437.9515 -108158611138.418 33355.2142471918 11721.9074973052 109921267119.562 35354.963341113
14947200 22479052563.1992 -107105891562.772 33143.4032405479 12646.9976328974 109439388757.409 35474.3812841334
15033600 25332505811.2463 -105973152465.317 32904.1375988 13574.0824324958 108958913789.163 35594.0723296022
15120000 28164082508.842 -104760255432.103 32636.9200061182 14502.3703541711 108480074952.796 35713.9649629567
15206400 30971346698.5409 -103467132064.23 32341.2693460259 15431.0321284047 108003109834.477 35833.984643911
15292800 33751821635.557 -102093787260.093 32016.7229719402 16359.2002525428 107528260754.22 35954.0537737368
15379200 36502991485.917 -100640302536.697 31662.8390960646 17285.9685937905 107055774632.193 36074.0916704605
15465600 39222303235.9953 -99106839380.2027 31279.1992947228 18210.3921136147 106585902834.613 36194.0145528316
15552000 41907168823.5979 -97493642614.3789 30865.4111270189 19131.4867273393 106118900998.03 36313.7355340684
15638400 44554967500.0096 -95801043774.849 30421.1108625662 20048.2293126201 105655028830.991 36433.164626257
15724800 47163048432.0489 -94029464475.9095 29945.9663127082 20959.557880864 105194549892.236 36552.2087562864
15811200 49728733553.0717 -92179419754.8192 29439.6797580324 21864.3719265857 104737731344.189 36670.7717944356
15897600 52249320670.759 -90251521377.7002 28901.9909635396 22761.5329692215 104284843680.879 36788.7545965541
15984000 54722086838.91 -88246481089.7157 28332.6802711077 23649.8653021954 103836160429.413 36906.0550608813
16070400 57144291999.2607 -86165113791.1192 27731.5717571691 24528.1569635906 103391957824.259 37022.5682004039
16156800 59513182898.4484 -84008340619.3414 27098.5364416257 25395.1609426991 102952514453.604 37138.1862317441
16243200 61825997283.9026 -81777191916.1087 26433.4955321493 26249.5966361244 102518110877.216 37252.7986815406
16329600 64079968380.9334 -79472810057.5716 25736.4236861208 27090.1515662162 102089029215.427 37366.2925111936
16416000 66272329651.6568 -77096452124.3082 25007.3522704333 27915.4833736364 101665552708.937 37478.552260744
16502400 68400319834.756 -74649492386.7325 24246.3725972145 28724.2220949061 101247965249.153 37589.4602126773
16588800 70461188262.9279 -72133424581.0439 23453.6391118834 29514.9727338622 100836550879.197 37698.896576307
16675200 72452200452.7789 -69549863950.1946 22629.3725081054 30286.3181341506 100431593265.965 37806.7396932554
16761600 74370643959.7836 -66900549023.6129 21773.8627423714 31036.8221580257 100033375143.768 37912.8662645354
16848000 76213834488.1917 -64187343108.4906 20887.4719186103 31765.0331742917 99642177729.7173 38017.1515991741
16934400 77979122243.4227 -61412235466.4124 19970.637012949 32469.4878554043 99258280112.2241 38119.4698847612
17020800 79663898512.1224 -58577342149.1814 19023.872407534 33148.7152808153 98881958614.3599 38219.6944800281
17107200 81265602451.5378 -55684906466.7557 18047.7721999411 33801.2413406481 98513486132.7256 38317.698228752
17193600 82781728067.5615 -52737299062.0904 17043.0122553938 34425.5934301163 98153131453.9483 38413.3537946528
17280000 84209831357.7266 -49737017568.0982 16010.3519681741 35020.3054215512 97801158550.7353 38506.5340164957
