"time" "x" "z" "v.x" "v.z" "d" "speed"
35769600 -8375545463.05051 72539379119.42 -42629.3521043478 -2187.07634188167 73021307060.5735 42685.4186316789
35856000 -12044951239.6833 72258609987.2115 -42293.1953322549 -4307.12985216721 73255631644.6066 42511.9481907816
35942400 -15680846070.1886 71796053132.7146 -41854.1429419235 -6394.34436901177 73488517326.9438 42339.7794197428
36028800 -19274473405.2986 71154743985.2745 -41315.312444907 -8444.18313419292 73719081089.3728 42169.4115589022
36115200 -22817351914.6833 70338097125.9241 -40679.9525783062 -10452.4051272365 73946463442.7803 42001.3251542987
36201600 -26301285676.6343 69349881054.8054 -39951.4171026256 -12415.05736442 74169829651.6824 41835.9818561702
36288000 -29718372203.1927 68194193703.6531 -39133.1409136273 -14328.4653966515 74388370739.6449 41673.8243792053
36374400 -33061008500.8517 66875438832.5931 -38228.618480628 -16189.2223489941 74601304292.5209 41515.2766003382
36460800 -36321895370.1068 65398303428.1913 -37241.3845930337 -17994.1768257497 74807875083.8624 41360.7437800941
36547200 -39494040139.7404 63767736185.2156 -36174.9973605693 -19740.4199646839 75007355537.6184 41210.6128857517
36633600 -42570758025.5016 61988927132.6984 -35033.023389053 -21425.2718951601 75199046044.0078 41065.2529951962
36720000 -45545672299.774 60067288448.7469 -33819.0250388147 -23046.2678339253 75382275150.2192 40925.0157684636
36806400 -48412713439.1479 58008436489.2485 -32536.5496678497 -24601.1440114455 75556399639.3967 40790.2359757863
36892800 -51166117438.7904 55818175018.5659 -31189.1207073332 -26087.8236113977 75720804513.4449 40661.2320432621
36979200 -53800423429.5329 53502479653.0692 -29780.230478747 -27504.4028688362 75874902900.9205 40538.3066313646
37065600 -56310470726.5989 51067483513.9404 -28313.3346633967 -28849.1374398061 76018135901.2291 40421.7472504879
37152000 -58691395478.9706 48519464028.269 -26791.8482420218 -30120.4291610315 76149972375.9597 40311.8268634435
37238400 -60938627031.6071 45864830841.2212 -25219.1427943078 -31316.8132740453 76269908696.6226 40208.8044701792
37324800 -63047884101.8879 43110114837.6923 -23598.5450973029 -32436.9461975264 76377468477.5825 40112.9257139225
37411200 -65015170889.8481 40261958193.0368 -21933.3368814849 -33479.5938921814 76472202291.9047 40024.4234679539
37497600 -66836773216.5354 37327105363.4657 -20226.7555938018 -34443.6208433146 76553687362.6206 39943.5183559162
37584000 -68509254767.153 34312395022.7561 -18481.9961532159 -35327.9797198592 76621527268.4403 39870.4192716138
37670400 -70029453523.4399 31224752874.3983 -16702.2136019602 -36131.7017317278 76675351664.3965 39805.3238805571
37756800 -71394478460.8477 28071185258.7141 -14890.5265484713 -36853.8876962461 76714816017.0217 39748.4190782256
37843200 -72601706576.2267 24858773496.7167 -13050.021338244 -37493.6998275192 76739601364.2343 39699.8814064316
37929600 -73648780305.0076 21594668913.5143 -11183.7568980792 -38050.3542627422 76749414107.8587 39659.8774314233
38016000 -74533605383.8858 18286088475.3913 -9294.77019618172 -38523.1143340204 76743985844.1731 39628.5640793587
38102400 -75254349210.0409 14940310975.7258 -7386.08226975109 -38911.2845942237 76723073237.9652 39606.0889266815
38188800 -75809439744.1469 11564673704.1444 -5460.70477780868 -39214.2056063109 76686457945.3554 39592.5904432182
38275200 -76197565000.8788 8166569532.51301 -3521.64704236354 -39431.2495073001 76633946590.2189 39588.198185797
38361600 -76417673167.7034 4753444350.2454 -1571.92354579604 -39561.8163607331 76565370798.794 39593.0329400792
38448000 -76468973390.125 1332794780.08228 385.438143725295 -39605.3313151392 76480587296.8131 39607.2068081629
38534400 -76350937259.2674 -2087833896.2135 2347.38904384088 -39561.2425904658 76379478073.2807 39630.8232393024
38620800 -76063301035.6119 -5500849674.91731 4310.85004942609 -39429.0203197145 76261950614.8391 39663.977000814
38707200 -75606068640.8007 -8898615705.43914 6272.70286541327 -39208.156279034 76127938214.4988 39706.7540859098
38793600 -74979515447.5676 -12273452181.8946 8229.78060240334 -38898.1645462421 75977400358.3518 39759.2315548253
38880000 -74184192895.9761 -15617638333.357 10178.8580574744 -38498.5831351318 75810323193.7375 39821.4773051788
38966400 -73220933962.1156 -18923414599.4305 12116.6417049211 -38008.9766609168 75626720082.1669 39893.5497670432
39052800 -72090859503.1193 -22182985082.9309 14039.7594254509 -37428.9401007293 75426632240.1313 39975.497517711
39139200 -70795385499.6792 -25388520377.3742 15944.7500077876 -36758.1037221416 75210129470.7071 40067.3588106149
39225600 -69336231214.0018 -28532160873.6795 17828.0524639027 -35996.1392621361 74977310988.612 40169.1610123334
39312000 -67715428277.1978 -31606020658.0378 19685.9952084176 -35142.7674486937 74728306341.0421 40280.9199410689
39398400 -65935330715.248 -34602192121.284 21514.7851643784 -34197.7669670452 74463276426.2182 40402.6390994659
39484800 -63998625916.7159 -37512751409.3555 23310.4968718574 -33160.9849824356 74182414611.0642 40534.3087941339
39571200 -61908346538.0531 -40329764854.4926 25069.0616930227 -32032.3493407136 73885947948.8105 40675.9051338024
39657600 -59667883333.3947 -43045296537.7064 26786.2572277501 -30811.882576857 73574138496.5307 40827.3888976654
39744000 -57280998884.8721 -45651417144.6222 28457.697077912 -29499.7178692241 73247284731.6611 40988.7042652244
39830400 -54751842196.358 -48140214288.9866 30078.8211265026 -28096.1170833583 72905723065.3701 41159.7773988383
39916800 -52084964097.8333 -50503804490.7314 31644.8865301256 -26601.4910528804 72549829449.2179 41340.514870294
40003200 -49285333388.8509 -52734347008.2878 33150.959660399 -25016.4222455594 72180021069.8272 41530.801923073
40089600 -46358353627.4413 -54824059737.5135 34591.9092717914 -23341.6899590448 71796758124.2311 41730.5005626822
40176000 -43309880444.8301 -56765237401.7372 35962.401220491 -21578.2981817669 71400545666.1297 41939.4474685208
40262400 -40146239236.0755 -58550272268.5057 37256.8951111535 -19727.5062387374 70991935510.4251 42157.4517223577
40348800 -36874243041.731 -60171677637.9817 38469.6433056219 -17790.8623177322 70571528180.0659 42384.292350708
40435200 -33501210395.4978 -61622114354.7794 39594.6927895282 -15770.2399367065 70139974875.3656 42619.7156813417
40521600 -30034982867.1721 -62894420598.3387 40625.8904582643 -13667.8773660966 69697979441.5308 42863.4325179581
40608000 -26483941978.7521 -63981645205.5542 41556.8924518624 -11486.4199575266 69246300305.0945 43115.1151418656
40694400 -22857025114.2102 -64877084771.8788 42381.1782369663 -9228.96525077999 68785752344.2841 43374.3941554647
40780800 -19163739980.2076 -65574324761.8934 43092.0702006593 -6899.11063106221 68317208652.0466 43640.8551895834
40867200 -15414177106.2627 -66067284835.5117 43682.7595819107 -4501.00318592051 67841602143.5215 43914.035505413
40953600 -11619019799.2547 -66350268559.4952 44146.3396172008 -2039.39126329637 67359926952.2512 44193.4205320434
41040000 -7789550889.76085 -66418017623.5187 44475.8468117191 480.322942893424 66873239551.4246 44478.4403924977
41126400 -3937655528.28385 -66265770613.2448 44664.3112592726 3052.03065665531 66382659528.1223 44768.4664847295
41212800 -75819210.2559144 -65889326307.2881 44704.8169142667 5668.86474194117 65889369930.0648 45062.8081992293
41299200 3782879867.03728 -65285111358.191 44590.5726580408 8323.15024945816 65394617096.0564 45360.7098715074
41385600 7624785080.76853 -64450252087.4905 44314.9948885677 11006.3589351275 64899709873.5348 45661.348085472
41472000 11435683306.2313 -63382649973.9773 43871.8021833506 13709.0696777991 64406018122.5648 45963.8294558427
41558400 15200835569.7915 -62081060219.2246 43255.1223442139 16420.9370862462 63914970390.0646 46267.1890631295
41644800 18905017482.903 -60545172578.398 42459.6117708996 19130.6707873531 63428050644.6231 46570.3896967762
41731200 22532570486.9618 -58775693437.0475 41480.5866893754 21826.0281368993 62946793975.1954 46872.3220709996
41817600 26067464925.9917 -56774427820.0464 40314.1652304584 24493.8234155781 62472781128.7561 47171.8062378602
41904000 29493375806.2522 -54544359783.2376 38957.4187087111 27119.9565748976 62007631793.2888 47467.5943889109
41990400 32793771948.9145 -52089729363.3411 37408.5297286819 29689.4646392955 61552996545.9321 47758.3752553377
42076800 35952018978.8638 -49416104003.682 35666.9539297779 32186.5986676432 61110547400.259 48042.7802736356
42163200 38951496304.1008 -46530442132.2115 33733.5813457565 34594.9288570353 60681966920.5561 48319.3916873351
42249600 41775727845.984 -43441146362.9519 31610.8924911052 36897.4797824238 60268935898.9283 48586.7527046065
42336000 44408525832.9247 -40158103676.7775 29303.1035432875 39076.8969333483 59873119657.8929 48843.3798094292
42422400 46834146435.0266 -36692709859.9473 26816.2942637013 41115.6446085963 59496153061.8896 49087.7771916576
42508800 49037455460.0807 -33057875500.8142 24158.5118077333 42996.2339745002 59139624370.0172 49318.4532275126
42595200 51004101728.0221 -29268011088.4839 21339.8435323762 44701.4784466201 58805058168.1376 49533.9388429786
42681600 52720695157.1301 -25338989029.384 18372.4520326492 46214.7719603518 58493897655.0741 49732.80749203
42768000 54174986022.6885 -21288080844.4772 15270.5662378998 47520.3839408892 58207486602.6655 49913.6963479525
42854400 55356041375.3621 -17133868434.5148 12050.4235544432 48603.7631316993 57947051385.5714 50075.3282405998
42940800 56254414075.9496 -12896129008.5558 8730.15939243958 49451.8406991739 57713683355.2816 50216.5334481969
43027200 56862300213.4268 -8595694309.81213 5329.64322675851 50053.3228353863 57508322408.4098 50336.2714529784
43113600 57173679897.3839 -4254285346.15953 1870.26150817534 50398.9611722859 57331741791.2195 50433.6511206015
43200000 57184437118.9615 105674869.180972 -1625.34882966093 50481.7902910372 57184534760.6365 50507.9489764367
43286400 56892454711.3446 4461267307.07385 -5133.61005582218 50297.3219337966 57067103562.9771 50558.6248420308
43372800 56297680970.5082 8789297482.37992 -8630.34799332451 49843.6870049572 56979651042.2001 50585.33424555
43459200 55402165415.517 13066525764.2441 -12091.1603397291 49121.7183817093 56922175189.2526 50587.937051564
43545600 54210062084.7756 17269902124.2547 -15491.7968363698 48134.9700799948 56894466783.832 50566.5018942516
43632000 52727600005.0884 21376799756.1288 -18808.5382256992 46889.6715410959 56896110324.9618 50521.3064698395
43718400 50963021418.5366 25365241974.7294 -22018.5609073846 45394.6184033619 56926488145.1753 50452.8334627408
43804800 48926489527.9434 29214117018.3193 -25100.2749140195 43661.0042248542 56984787537.4473 50361.7621880142
43891200 46629968632.4819 32903376078.9761 -28033.6246248571 41702.2005273349 57070010794.2935 50248.9565904551
43977600 44087080206.016 36414210416.7984 -30800.343351031 39533.4943251891 57180987761.4104 50115.4499540926
44064000 41312939202.4917 39729204333.8376 -33384.1555829726 37171.793890426 57316390522.682 49962.4269328506
44150400 38323975286.1623 42832461769.2338 -35770.9233966029 34635.3142668826 57474749785.8604 49791.2035907082
44236800 35137743861.5039 45709705265.0745 -37948.7362104768 31943.2540980082 57654472498.6417 49603.2061699874
44323200 31772731742.8397 48348347032.7848 -39907.9456002654 29115.47471372 57853860227.3439 49399.9492898425
44409600 28248162057.1216 50737532748.166 -41641.1490347628 26172.191277379 58071127843.1599 49183.0142345408
44496000 24583802562.8247 52868159485.858 -43143.1281039386 23133.6842457819 58304422095.327 48954.0279177965
44582400 20799781031.3671 54732869840.9557 -44410.7480063224 20020.0376064437 58551839697.6544 48714.6430166997
44668800 16916410719.4534 56326024762.9171 -45442.8257465024 16850.9084787433 58811444610.9088 48466.519664465
44755200 12954028304.8934 57643657943.3293 -46239.9747015808 13645.3308320141 59081284265.0829 48211.3089836602
44841600 8932846002.70986 58683414762.8662 -46804.4330143871 10421.5543916426 59359404528.1682 47950.6386374177
44928000 4872818954.68024 59444478830.6147 -47139.8827464561 7196.91834866986 59643863288.7617 47686.100480822
45014400 793528417.795109 59927489062.4885 -47251.2659668714 3987.7583030208 59932742576.0288 47419.2403118747
45100800 -3285919221.49872 60134450069.6258 -47144.6030516507 809.343965116774 60224159191.3622 47151.5496516454
45187200 -7346977968.88373 60068638379.9079 -46826.8175185355 -2324.15543636511 60516273861.5937 46884.4594445388
45273600 -11371733033.1016 59734506751.33 -46305.5707390242 -5399.6815733229 60807298978.0077 46619.3355010564
45360000 -15342957863.1045 59137588497.8251 -45589.1089760863 -8405.27681304736 61095504984.6312 46357.4755086753
45446400 -19244158696.5022 58284403438.9178 -44686.1242221476 -11330.0572102522 61379225542.2524 46100.1073142438
45532800 -23059607465.0659 57182366812.988 -43605.6301493278 -14164.1714928258 61656861506.0646 45848.3885736254
45619200 -26774364768.4543 55839702202.206 -42356.8531116851 -16898.7498683711 61926883909.8602 45603.4072481283
45705600 -30374293983.3886 54265358798.8108 -40949.1378750714 -19525.8447417545 62187835631.6811 45366.1824004479
45792000 -33846068422.9554 52468934542.871 -39391.8676117745 -22038.3676564269 62438333095.5869 45137.6659000376
45878400 -37177171010.7745 50460607167.7811 -37694.4015451455 -24430.0237055608 62677068534.716 44918.7484921489
45964800 -40355890451.4742 48251065617.665 -35866.0183319179 -26695.2418863709 62902807786.0726 44710.2584465503
46051200 -43371311944.8224 45851450111.0202 -33915.8749777233 -28829.1067552436 63114389619.9469 44512.9640869915
46137600 -46213306289.8758 43273302754.1157 -31852.9791177403 -30827.2978797901 63310729023.533 44327.5825332773
46224000 -48872514191.4592 40528511517.8279 -29686.163299939 -32686.0171469775 63490809486.4531 44154.7733365619
46310400 -51340331721.5559 37629272948.9365 -27424.0752638701 -34401.9349766431 63653686805.5964 43995.1478485479
46396800 -53608894289.2841 34588054430.7794 -25075.1731142036 -35972.1340612206 63798487883.54 43849.272920149
46483200 -55671059702.8576 31417559076.0474 -22647.7255643894 -37394.0546932804 63924407754.2848 43717.6714801228
46569600 -57520392231.1826 28130697405.1359 -20149.8189695203 -38665.4468970857 64030708717.9925 43600.8255455765
46656000 -59151147343.351 24740562490.5202 -17589.369256603 -39784.3264890453 64116719070.6306 43499.1786707759
46742400 -60558257670.7739 21260408902.4767 -14974.1383367123 -40748.9358214103 64181831999.5648 43413.1384433838
46828800 -61737320532.7647 17703634562.015 -12311.7538689129 -41557.7086566529 64225504461.006 43343.0782492423
46915200 -62684587280.4821 14083765512.0896 -9609.73233300278 -42209.2396067432 64247256233.4291 43289.3389149271
47001600 -63396954816.1089 10414443211.9995 -6875.50505396867 -42702.2581111022 64246669231.7331 43252.230203012
47088000 -63871959449.0984 6709413879.49728 -4116.44667603345 -43035.6068692889 64223387005.6202 43232.0320115145
47174400 -64107773303.7024 2982519464.30308 -1339.90576561082 -43208.2246879197 64177114459.2358 43228.9952247617
47260800 -64103203459.2627 -752310076.557938 1446.76262791514 -43219.13383731 64107617832.7578 43243.3422823542
47347200 -63857693980.1863 -4481063608.88896 4236.16268265342 -43067.4319807772 64014724958.6689 43275.2674364096
47433600 -63371330975.9431 -8189655154.5678 7020.82197341777 -42752.2887951927 63898325809.1577 43324.9366809691
47520000 -62644850817.4335 -11863930142.0267 9793.15427279558 -42272.9474553814 63758373350.905 43392.4873356692
47606400 -61679651620.0025 -15489672003.0512 12545.4211619201 -41628.7312153685 63594884721.3908 43478.0272635656
47692800 -60477808087.8268 -19052609568.8522 15269.6926442072 -40819.055383279 63407942739.7793 43581.6336985175
47779200 -59042089796.3857 -22538425746.8727 17957.8069892451 -39843.4450563886 63197697764.0149 43703.3516543576
47865600 -57375982967.312 -25932767986.0316 20601.330081381 -38701.5590476511 62964369899.8301 43843.1918756018
47952000 -55483715766.8998 -29221261124.099 23191.5146445904 -37393.2205468235 62708251586.0943 44001.1283306876
48038400 -53370287113.6508 -32389523157.8792 25719.2597563742 -35918.4550446709 62429710531.031 44177.0951423007
48124800 -51041498953.2642 -35423184648.7738 28175.0712569582 -34277.5362239204 62129193025.9616 44370.9829721728
48211200 -48503991889.6524 -38307912452.6373 30549.0237614695 -32471.0405003901 61807227617.0869 44582.6347803357
48297600 -45765283996.7899 -41029438573.9556 32830.7252068504 -30499.9109963573 61464429135.8899 44811.8409395713
48384000 -42833812544.1335 -43573594977.2149 35009.2850675219 -28365.5317135178 61101503060.9259 45058.3336390683
48470400 -39718978259.1804 -45926355274.6301 37073.2876595788 -26069.8126930056 60719250182.8275 45321.7805446594
48556800 -36431191613.4031 -48073884276.5609 39010.7722694701 -23615.2868936594 60318571533.224 45601.777686076
48643200 -32981920461.4347 -50002596440.5994 40809.2221790778 -21005.2194194933 59900473521.7164 45897.8415366387
48729600 -29383738155.1668 -51699224300.7882 42455.5650843043 -18243.7295278882 59466073195.3491 46209.4002743418
48816000 -25650371026.3961 -53150897999.1554 43936.1878414505 -15335.9255955851 59016603527.3837 46535.7842516116
48902400 -21796743847.9482 -54345237048.2828 45236.9689611709 -12288.0528196739 58553418621.0089 46876.2157484266
48988800 -17839021594.9741 -55270455353.3293 46343.3326492342 -9107.65283581344 58077998643.465 47229.7980221732
49075200 -13794645418.7784 -55915480556.2357 47240.3288817014 -5803.7337984866 57591954369.205 47595.5039773192
49161600 -9682360435.38538 -56270088311.0878 47912.743905646 -2386.94828629804 57097030939.7812 47972.1643319278
49248000 -5522232452.96317 -56325052402.6093 48345.2465910792 1130.22411367687 56595110914.4707 48358.4560806008
49334400 -1335650528.64456 -56072310080.5782 48522.5744968177 4733.29542989623 56088215519.0124 48752.8903904773
49420800 2854688764.21211 -55505143448.8666 48429.7664592934 8405.59486370401 55578504812.7402 49153.802541761
49507200 7024819217.45465 -54618375133.39 48052.4443898002 12128.110326599 55068275688.0005 49559.342932781
49593600 11149569383.0903 -53408576411.6844 47377.1474175195 15879.3565633864 54559957219.1097 49967.470040903
49680000 15202658189.3951 -51874285239.0604 46391.7199311095 19635.2822889422 54056103125.2437 50375.9465293998
49766400 19156826379.4238 -50016230096.6923 45085.7520741739 23369.2308701359 53559380784.4774 50782.3393667089
49852800 22984008114.6946 -47837554347.298 43451.0679118155 27051.9705791224 53072556325.7229 51184.0249969745
49939200 26655546507.1845 -45344034368.8228 41482.2522090579 30651.8112534345 52598475381.3041 51578.200641861
50025600 30142455880.4669 -42544283252.7402 39177.2016951031 34134.8240789649 52140039163.7298 51961.902847766
50112000 33415731801.5669 -39449930658.1708 36537.6810870079 37465.178783806 51700175635.7629 52332.0337892427
50198400 36446708135.6232 -36075768475.8381 33569.8588259816 40605.6092499582 51281805789.6324 52685.3957388253
50284800 39207460999.5993 -32439848076.4004 30284.7892149253 43518.022148523 50887805427.7746 53018.7392297459
50371200 41671247333.5387 -28563521787.6411 26698.8091775688 46164.2291805311 50520962295.3285 53328.8146064848
50457600 43812973540.4138 -24471415420.0288 22833.8103948042 48506.804047685 50183929928.9386 53612.4326632021
50544000 45609681878.0055 -20191321397.7247 18717.3486578972 50510.042042944 49879179431.894 53866.5340258797
50630400 47041038038.0443 -15754005823.3936 14382.5600570402 52140.9837726302 49608950393.8579 54088.2632608227
50716800 48089801683.5235 -11192926302.3264 9867.85825089655 53370.4576506708 49375202532.951 54275.0437706119
50803200 48742261030.8979 -6543860674.98731 5216.40084865168 54174.0881850927 49179570178.4575 54424.6512942436
50889600 48988611445.2451 -1844452231.62317 475.328448215565 54533.2104239286 49023321545.6474 54535.2819399896
50976000 48823259138.6363 2866317883.64033 -4305.20295195566 54435.6314905377 48907324718.5788 54605.6109592333
51062400 48245033666.9436 7548715499.09385 -9073.15776339349 53876.1858450914 48832022067.6021 54634.8386381277
51148800 47257296915.5579 12162875756.148 -13775.871024128 52857.0427041218 48797414464.546 54622.7204183275
51235200 45867941518.9269 16669440347.2036 -18361.348068336 51387.7407608684 48803056263.6468 54569.5794687186
51321600 44089276891.7093 21030185592.1073 -22779.5429974479 49484.943404457 48848060789.2707 54476.2994605442
51408000 41937809306.415 25208618030.362 -26983.5474403806 47171.933566153 48931117628.9886 54344.3018985139
51494400 39433923787.7616 29170515595.4513 -30930.6272430101 44477.8753151253 49050518095.1584 54175.5027128855
51580800 36601487149.7033 32884398293.0287 -34583.0630378115 41436.9018275482 49204192023.2865 53972.2621551396
51667200 33467385640.5484 36321912681.8636 -37908.756987642 38087.0759899593 49389748354.1079 53737.3167716163
51753600 30061021588.7833 39458124267.0841 -40881.5992630598 34469.2939761028 49604521866.8414 53473.7074225867
51840000 26413789114.439 42271715257.5013 -43481.5977253297 30626.1915847007 49845623340.4029 53184.7059945826
51926400 22558547746.9252 44745089601.7628 -45694.790349261 26601.1040385959 50109990220.7143 52873.7420761489
52012800 18529111790.7353 46864388462.773 -47512.9639342403 22437.1247834284 50394433122.5509 52544.3270997313
52099200 14359771910.1714 48619437620.4052 -48933.2440458486 18176.2873320106 50695687822.897 52199.9980270726
52185600 10084855129.4637 50003624608.7536 -49957.564980511 13858.8947327775 51010457525.8389 51844.2596822077
52272000 5738334796.16504 51013724583.1711 -50592.0758079091 9522.99862760987 51335451513.3598 51480.5364911311
52358400 1353493302.95736 51649689171.5869 -50846.5179665314 5204.02406295017 51667420446.9576 51112.1341343576
52444800 -3037361357.387 51914408039.4636 -50733.6037784439 934.531378789173 52003185730.3307 50742.2102518808
52531200 -7403126332.30147 51813455956.6852 -50268.4217554867 -3255.90344764178 52339664669.0383 50373.7544069117
52617600 -11714085053.7829 51354832884.9068 -49467.8828270822 -7340.70569912737 52673889635.0361 50009.5729991282
52704000 -15942042571.5803 50548707689.2831 -48350.2250078635 -11296.2379778492 53003024162.8784 49652.2834395683
52790400 -20060421271.3964 49407168383.9045 -46934.5767743826 -15101.6721545501 53324373313.7239 49304.3101447929
52876800 -24044321051.8955 47943986463.8203 -45240.5870983954 -18738.8155016153 53635391421.0534 48967.8866953749
52963200 -27870550320.0389 46174403938.4591 -43288.1268529723 -22191.913683231 53933692198.9753 48645.0712751353
53049600 -31517635711.559 44114918666.4383 -41097.0232517717 -25447.4168966281 54217039847.2013 48337.7321237504
53136000 -34965807472.7794 41783116639.329 -38686.8867387004 -28493.7632873475 54483360104.8912 48047.5780014812
53222400 -38196975779.639 39197504741.2057 -36076.9627687217 -31321.1466089478 54730734844.7577 47776.1600331686
53308800 -41194693910.3815 36377368804.3972 -33286.0344838861 -33921.2972439722 54957399570.0411 47524.8829391127
53395200 -43944115981.9935 33342650159.4472 -30332.362996142 -36287.2739187583 55161740809.135 47295.0155236756
53481600 -46431950047.551 30113839973.4353 -27233.6618093856 -38413.2711382687 55342292536.2145 47087.7025887878
53568000 -48646410899.6191 26711888366.4529 -24007.0958388769 -40294.4424473145 55497732147.5069 46903.9736350446
53654400 -50577173452.6441 23158128320.1504 -20669.3036350617 -41926.7418879182 55626876433.5316 46744.7515566666
53740800 -52215328953.4316 19474212842.5485 -17236.439484621 -43306.7838226229 55728677927.5442 46610.8610858713
53827200 -53553345452.5685 15682063448.0464 -13724.2308341953 -44431.7213582569 55802221489.3878 46503.0361895657
53913600 -54585033881.5581 11803828139.7442 -10148.0480670076 -45299.1428550295 55846721323.6683 46421.9261014735
5.4e+07 -55305520608.5075 7861847629.54723 -6522.98495418317 -45906.9864016132 55861518578.7879 46368.1003836732
54086400 -55711227336.0686 3878628174.17945 -2863.94779784106 -46253.4719632976 55846079609.9839 46342.052885563
54172800 -55799859018.2594 -123180474.579206 814.248205210105 -46337.0510082788 55799994981.0656 46344.2045598316
54259200 -55570400373.6359 -4120803525.13619 4496.77655263915 -46156.3735941136 55722979275.8694 46374.9050966549
54345600 -55023121471.2289 -8091357517.00413 8168.69198086851 -45710.2731388928 55614871778.1996 46434.4333346547
54432000 -54159592786.408 -12011866157.1626 11814.8188442884 -44997.7693722416 55475638070.8426 46522.9963867419
54518400 -52982710050.0267 -15859277226.5167 15419.6362026357 -44018.0902864216 55305372599.7096 46640.7274073335
54604800 -51496729130.9312 -19610482214.1383 18967.1605592822 -42770.7142320383 55104302226.3737 46787.6818788906
54691200 -49707311122.2216 -23242340613.3954 22440.8274869222 -41255.4337889065 54872790854.7618 46963.8324182413
54777600 -47621577634.6046 -26731710616.2986 25823.3735042034 -39472.4431627053 54611345056.5192 47169.0617711503
54864000 -45248176223.3262 -30055488530.046 29096.7203045654 -37422.4515347274 54320620783.6113 47403.1540232412
54950400 -42597355624.9754 -33190659163.8036 32241.8638907355 -35106.8248857962 54001431110.3734 47665.7837521913
55036800 -39681050238.3801 -36114359841.472 35238.7721438335 -32527.7592409612 53654755006.2449 47956.5030360113
55123200 -36512972934.4378 -38803960828.2877 38066.2953321616 -29688.4883025068 53281747047.88 48274.7260790099
55209600 -33108714829.9385 -41237165286.4192 40702.0954289248 -26593.5284880895 52883747962.3906 48619.7113293788
55296000 -29485850083.2153 -43392132132.8235 43122.6017159241 -23248.9640584885 52462295852.9481 48990.5410109249
55382400 -25664043089.502 -45247625330.2731 45303.0018240314 -19662.7743670622 52019137879.5208 49386.0979434313
55468800 -21665154510.2994 -46783193287.2348 47217.2795977658 -15845.2039900705 51556242047.9414 49805.0397259207
55555200 -17513341535.3676 -47979382060.6124 48838.3133096245 -11809.1747030372 51075808702.8747 50245.7705095255
55641600 -13235146461.2094 -48817985896.8851 50138.0501156446 -7570.73553004229 50580281225.7715 50706.4108951199
55728000 -8859566293.40774 -49282337988.6941 51087.7743728071 -3149.54310761037 50072355172.6815 51184.7664071405
55814400 -4418094417.03089 -49357643610.5357 51658.4892795638 1430.64034559755 49554985027.3659 51678.2956998899
55900800 55276321.1471171 -49031356383.2853 51821.4317059847 6141.45067141635 49031387541.6189 52184.0799517197
55987200 4524101225.99728 -48293596500.5314 51548.738800117 10949.4535849604 48505040509.8193 52698.7951066426
56073600 8949596996.25957 -47137606593.7458 50814.2829100034 15815.743218779 47979675298.8409 53218.6910889418
56160000 13290833711.4916 -45560238243.3863 49594.6813517604 20695.6492524102 47459262210.2434 53739.5786768136
56246400 17505020856.5419 -43562456682.0326 47870.4784675363 25538.6083653801 46947985977.6959 54256.8265377834
56332800 21547904934.1156 -41149847908.9944 45627.4889515939 30288.2685698459 46450211947.6655 54765.3810448438
56419200 25374287174.7232 -38333103834.3854 42858.2555949822 34882.8859486947 45970439406.2434 55259.8027933005
56505600 28938668987.98 -35128458010.5832 39563.5618610903 39256.0785258156 45513241205.1392 55734.3263022109
56592000 32196029215.8427 -31558039370.6707 35753.9119564208 43337.9951888594 45083191393.1146 56182.9515705351
56678400 35102722952.7805 -27650105575.7067 31450.8588027778 47056.9239744662 44684779254.7684 56599.5637206768
56764800 37617483532.1463 -23439118443.8568 26688.0428746316 50341.3370255344 44322311996.5153 56978.0821544269
56851200 39702496607.0047 -18965625587.5591 21511.7938641896 53122.3202739467 43999808985.4569 57312.6354876754
56937600 41324502142.3077 -14275919025.2159 15981.1548607072 55336.2824695013 43720891360.128 57597.7557568551
57024000 42455869372.2416 -9421453264.68106 10167.2167000289 56927.7836431105 43488672384.5579 57828.5815660573
57110400 43075582032.4241 -4458021117.33206 4151.70232826651 57852.2774113381 43305654592.8436 58001.0571791666
57196800 43170068978.6023 555295395.880146 -1975.18778499538 58078.5354167845 43173640205.5 58112.1127041918
57283200 42733819790.6096 5557361529.95857 -8117.57567801375 57590.5245324526 43093661031.1883 58159.8104433921
57369600 41769736700.621 10486358749.5689 -14177.180527391 56388.5443069162 43065933449.3503 58143.4465504005
57456000 40289190256.8207 15281210461.3892 -20056.8124369978 54489.4872214403 43089839228.24 58063.5853421783
57542400 38311776879.0453 19882998203.6888 -25663.8486625555 51926.2100206546 43163941724.5186 57922.0546535055
57628800 35864782483.1021 24236280501.1107 -30913.3828249122 48746.0370089317 43286024477.7543 57721.8620780352
57715200 32982397463.5833 28290250286.0955 -35730.8326445319 45008.562600565 43453156429.6049 57467.0610771121
57801600 29704742834.0368 31999689614.1891 -40053.8739551379 40782.9809060176 43661789727.8696 57162.6132222336
57888000 26076748918.828 35325665331.8206 -43833.5462906873 36145.1222791192 43907851977.8797 56814.1676432059
57974400 22146983276.7248 38235975539.5819 -47034.6125133032 31174.5002923299 44186861098.3291 56427.8676077083
58060800 17966475372.5211 40705347001.3277 -49635.2138761249 25951.5444540852 44494039059.2931 56010.1519019635
58147200 13587596298.1143 42715406383.7678 -51625.9588924354 20555.18214668 44824420974.4082 55567.5727798742
