site.no,date,discharge,discharge.code,max.temp,max.temp.code,min.temp,min.temp.code,DO.max,DO.max.code,DO.min,DO.min.code
9041400,2008-07-21,65,P,21.8,P,18.2,P,4.9,P,3.5,P
9041400,2008-07-22,63,P,21.7,P,19.3,P,6.9,P,4,P
9041400,2008-07-23,64,P,21.5,P,19,P,6.7,P,5.2,P
9041400,2008-07-24,65,P,22.1,P,17.7,P,7,P,5.5,P
9041400,2008-07-25,61,P,21.9,P,19.3,P,7.5,P,5.7,P
9041400,2008-07-26,58,P,20.9,P,19,P,7.3,P,5.6,P
9041400,2008-07-27,59,P,20.8,P,18.7,P,7.9,P,6.1,P
9041400,2008-07-28,55,P,20.9,P,19.1,P,7.5,P,6.1,P
9041400,2008-07-29,48,P,20.2,P,18.6,P,7.3,P,6.1,P
9041400,2008-07-30,44,P,20.8,P,17.8,P,7.4,P,5.4,P
9041400,2008-07-31,41,P,20.4,P,17.8,P,8,P,5.6,P
9041400,2008-08-01,34,P,20.7,P,17.8,P,8.3,P,6.3,P
9041400,2008-08-02,26,P,20.6,P,17.8,P,8.1,P,5.9,P
9041400,2008-08-03,24,P,20.9,P,19,P,8.3,P,5.9,P
9041400,2008-08-04,21,P,21,P,18.7,P,8.2,P,5.8,P
9041400,2008-08-05,48,P,19.4,P,9.9,P,7.5,P,5.8,P
9041400,2008-08-06,41,P,10.6,P,9,P,8.5,P,7.4,P
9041400,2008-08-07,33,P,10,P,8.2,P,8.6,P,7.5,P
9041400,2008-08-08,31,P,8.7,P,7.6,P,8.9,P,7.7,P
9041400,2008-08-09,29,P,8.6,P,7.2,P,9.3,P,8.1,P
9041400,2008-08-10,28,P,8.6,P,6.9,P,9.2,P,8,P
9041400,2008-08-11,27,P,8.3,P,6.5,P,9.5,P,8,P
9041400,2008-08-12,27,P,8.4,P,6.1,P,9.8,P,8.2,P
9041400,2008-08-13,26,P,8.4,P,0.4,P,10.9,P,8.9,P
9041400,2008-08-14,26,P,8.4,P,6,P,11.1,P,9.3,P
9041400,2008-08-15,39,P,8.8,P,6.1,P,11.3,P,9.4,P
9041400,2008-08-16,121,P,9.8,P,8.7,P,9.9,P,9.2,P
9041400,2008-08-17,120,P,10.1,P,9.1,P,9.7,P,9.3,P
9041400,2008-08-18,121,P,10.2,P,9.4,P,9.7,P,9.2,P
9041400,2008-08-19,120,P,10.2,P,9.4,P,9.7,P,9.2,P
9041400,2008-08-20,123,P,10.2,P,9.3,P,9.7,P,9.2,P
9041400,2008-08-21,155,P,10.4,P,9.3,P,9.7,P,9.2,P
9041400,2008-08-22,218,P,10.9,P,9.9,P,9.6,P,9.2,P
9041400,2008-08-23,217,P,10.6,P,9.7,P,9.7,P,9.3,P
9041400,2008-08-24,217,P,10.8,P,9.8,P,9.6,P,9.3,P
9041400,2008-08-25,218,P,10.8,P,9.8,P,9.5,P,9.4,P
9041400,2008-08-26,218,P,10.9,P,10.1,P,9.5,P,9.2,P
9041400,2008-08-27,221,P,10.9,P,10.2,P,9.6,P,9.3,P
9041400,2008-08-28,223,P,11,P,10.3,P,9.5,P,9.2,P
9041400,2008-08-29,224,P,10.9,P,10.4,P,9.5,P,9.3,P
9041400,2008-08-30,223,P,10.9,P,10.5,P,9.5,P,9.2,P
9041400,2008-08-31,223,P,11.1,P,9.5,P,9.6,P,9.2,P
9041400,2008-09-01,223,P,10.8,P,9.6,P,9.7,P,9.1,P
9041400,2008-09-02,223,P,11.1,P,10.6,P,9.5,P,9.2,P
9041400,2008-09-03,215,P,11,P,10.6,P,9.5,P,9.1,P
9041400,2008-09-04,174,P,11,P,10.4,P,9.5,P,9.1,P
9041400,2008-09-05,175,P,11.2,P,10.6,P,9.5,P,9,P
9041400,2008-09-06,175,P,11.3,P,10.6,P,9.4,P,9,P
9041400,2008-09-07,213,P,11.2,P,10.5,P,9.5,P,9.1,P
9041400,2008-09-08,284,P,11.4,P,10.7,P,9.5,P,9.2,P
9041400,2008-09-09,282,P,11.1,P,10.7,P,9.5,P,9.2,P
9041400,2008-09-10,174,P,10.7,P,8.8,P,9.6,P,9.1,P
9041400,2008-09-11,118,P,10.6,P,9.8,P,9.5,P,9,P
9041400,2008-09-12,81,P,10.5,P,7.9,P,9.9,P,9,P
9041400,2008-09-13,44,P,9.2,P,7.6,P,10.1,P,9.1,P
9041400,2008-09-14,44,P,9.1,P,7.5,P,10.2,P,9.1,P
9041400,2008-09-15,44,P,9,P,7.4,P,10.2,P,9,P
9041400,2008-09-16,44,P,9,P,7.6,P,10.2,P,9.1,P
9041400,2008-09-17,44,P,8.8,P,7.3,P,10.3,P,9,P
9041400,2008-09-18,45,P,8.9,P,7.6,P,10.2,P,9,P
9041400,2008-09-19,45,P,9,P,7.6,P,10.3,P,9.1,P
9041400,2008-09-20,45,P,9,P,7.5,P,10.3,P,9.1,P
9041400,2008-09-21,42,P,9,P,7.7,P,10.3,P,8.4,P
9041400,2008-09-22,18,P,8.8,P,7,P,11.1,P,8.4,P
9041400,2008-09-23,21,P,8.7,P,6.5,P,11.1,P,8.9,P
9041400,2008-09-24,21,P,8.7,P,6.3,P,11,P,8.8,P
9041400,2008-09-25,35,P,9,P,6.4,P,10.5,P,8.8,P
9041400,2008-09-26,46,P,9.2,P,8,P,10.1,P,8.9,P
9041400,2008-09-27,46,P,9.2,P,7.7,P,10.2,P,8.8,P
9041400,2008-09-28,46,P,9.1,P,7.9,P,10.1,P,8.8,P
9041400,2008-09-29,46,P,9.3,P,7.9,P,10.2,P,8.8,P
9041400,2008-09-30,46,P,9.4,P,7.9,P,9.9,P,8.4,P
9041400,2008-10-01,47,P,9.3,P,7.8,P,9.5,P,8.3,P
9041400,2008-10-02,47,P,8.9,P,7.9,P,9.4,P,8.2,P

