obs,statenum,casenum,vnumber,pnumber,atmcond,atmcond2,accday,accmon,caseyear,dayofweek,holiday,numfatal,rfun,age,ptype,sex
1301,36,524,1,1,1,0,24,7,2011,1,0,1,16,999,1,9
1302,36,525,0,1,1,0,25,7,2011,2,0,1,13,50,5,2
1303,36,525,0,2,1,0,25,7,2011,2,0,1,13,18,5,2
1304,36,525,1,1,1,0,25,7,2011,2,0,1,13,49,1,1
1305,36,526,1,1,2,0,25,7,2011,2,0,1,6,53,1,1
1306,36,526,2,1,2,0,25,7,2011,2,0,1,6,26,1,2
1307,36,527,1,1,1,0,26,7,2011,3,0,1,5,82,1,1
1308,36,528,1,1,1,0,10,7,2011,1,0,1,3,23,1,1
1309,36,528,2,1,1,0,10,7,2011,1,0,1,3,20,1,2
1310,36,528,2,2,1,0,10,7,2011,1,0,1,3,19,2,2
1311,36,529,1,1,1,0,26,7,2011,3,0,1,6,56,1,1
1312,36,529,2,1,1,0,26,7,2011,3,0,1,6,82,1,1
1313,36,530,0,1,1,0,10,7,2011,1,0,1,16,28,5,2
1314,36,530,1,1,1,0,10,7,2011,1,0,1,16,43,1,1
1315,36,531,1,1,1,0,11,7,2011,2,0,1,13,39,1,1
1316,36,531,2,1,1,0,11,7,2011,2,0,1,13,75,1,1
1317,36,532,0,1,2,0,26,7,2011,3,0,1,14,27,6,1
1318,36,532,1,1,2,0,26,7,2011,3,0,1,14,22,1,1
1319,36,533,1,1,2,0,29,7,2011,6,0,1,14,77,1,1
1320,36,534,1,1,2,0,26,7,2011,3,0,1,15,27,1,1
1321,36,534,2,1,2,0,26,7,2011,3,0,1,15,38,1,1
1322,36,535,1,1,10,0,29,7,2011,6,0,1,4,49,1,1
1323,36,536,0,1,1,0,28,7,2011,5,0,1,14,24,5,2
1324,36,536,1,1,1,0,28,7,2011,5,0,1,14,999,1,9
1325,36,537,1,1,1,0,7,7,2011,5,0,1,1,50,1,1
1326,36,537,1,2,1,0,7,7,2011,5,0,1,1,42,2,1
1327,36,537,2,1,1,0,7,7,2011,5,0,1,1,55,1,1
1328,36,539,0,1,1,0,29,7,2011,6,0,1,2,71,5,1
1329,36,539,1,1,1,0,29,7,2011,6,0,1,2,42,1,1
1330,36,540,1,1,1,0,30,7,2011,7,0,1,14,38,1,1
1331,36,540,2,1,1,0,30,7,2011,7,0,1,14,29,1,1
1332,36,541,1,1,1,0,30,7,2011,7,0,1,11,24,1,1
1333,36,542,1,1,1,0,27,7,2011,4,0,1,6,35,1,1
1334,36,542,2,1,1,0,27,7,2011,4,0,1,6,28,1,1
1335,36,542,2,2,1,0,27,7,2011,4,0,1,6,14,2,1
1336,36,543,0,1,1,0,30,7,2011,7,0,1,16,2,5,1
1337,36,543,1,1,1,0,30,7,2011,7,0,1,16,39,1,1
1338,36,544,1,1,1,0,15,7,2011,6,0,1,4,51,1,1
1339,36,544,1,2,1,0,15,7,2011,6,0,1,4,44,2,1
1340,36,544,2,1,1,0,15,7,2011,6,0,1,4,38,1,1
1341,36,545,1,1,1,0,30,7,2011,7,0,1,11,45,1,1
1342,36,545,2,1,1,0,30,7,2011,7,0,1,11,59,1,1
1343,36,546,0,1,10,0,30,7,2011,7,0,1,4,23,5,1
1344,36,546,1,1,10,0,30,7,2011,7,0,1,4,36,1,1
1345,36,547,1,1,1,0,30,7,2011,7,0,1,3,60,1,2
1346,36,548,1,1,1,0,1,7,2011,6,0,2,16,47,1,1
1347,36,548,2,1,1,0,1,7,2011,6,0,2,16,52,1,2
1348,36,548,3,1,1,0,1,7,2011,6,0,2,16,45,1,1
1349,36,548,4,1,1,0,1,7,2011,6,0,2,16,54,1,1
1350,36,548,5,1,1,0,1,7,2011,6,0,2,16,21,1,2
1351,36,548,6,1,1,0,1,7,2011,6,0,2,16,75,1,1
1352,36,548,6,2,1,0,1,7,2011,6,0,2,16,69,2,2
1353,36,549,1,1,1,0,30,7,2011,7,0,1,12,62,1,2
1354,36,550,1,1,1,0,31,7,2011,1,0,1,1,42,1,1
1355,36,550,1,2,1,0,31,7,2011,1,0,1,1,47,2,1
1356,36,550,1,3,1,0,31,7,2011,1,0,1,1,18,2,2
1357,36,550,1,4,1,0,31,7,2011,1,0,1,1,15,2,2
1358,36,550,1,5,1,0,31,7,2011,1,0,1,1,50,2,2
1359,36,551,0,1,1,0,31,7,2011,1,0,1,6,79,5,1
1360,36,551,1,1,1,0,31,7,2011,1,0,1,6,80,1,1
1361,36,552,0,1,1,0,30,7,2011,7,0,2,16,13,5,2
1362,36,552,1,1,1,0,30,7,2011,7,0,2,16,44,1,1
1363,36,553,1,1,1,0,12,7,2011,3,0,1,13,18,1,1
1364,36,553,2,1,1,0,12,7,2011,3,0,1,13,86,1,1
1365,36,553,3,1,1,0,12,7,2011,3,0,1,13,35,1,1
1366,36,554,0,1,1,0,7,7,2011,5,0,1,13,51,6,2
1367,36,554,1,1,1,0,7,7,2011,5,0,1,13,34,1,1
1368,36,555,1,1,1,0,31,7,2011,1,0,1,13,20,1,1
1369,36,555,2,1,1,0,31,7,2011,1,0,1,13,83,1,2
1370,36,556,1,1,1,0,1,8,2011,2,0,1,2,84,1,1
1371,36,556,1,2,1,0,1,8,2011,2,0,1,2,86,2,2
1372,36,556,1,3,1,0,1,8,2011,2,0,1,2,61,2,2
1373,36,557,0,1,1,0,2,8,2011,3,0,1,15,64,5,1
1374,36,557,1,1,1,0,2,8,2011,3,0,1,15,63,1,1
1375,36,558,1,1,1,0,1,8,2011,2,0,1,3,18,1,2
1376,36,558,1,2,1,0,1,8,2011,2,0,1,3,17,2,2
1377,36,558,2,1,1,0,1,8,2011,2,0,1,3,22,1,1
1378,36,559,0,1,2,0,3,8,2011,4,0,1,15,86,5,1
1379,36,559,0,2,2,0,3,8,2011,4,0,1,15,80,5,2
1380,36,559,1,1,2,0,3,8,2011,4,0,1,15,20,1,1
1381,36,560,1,1,2,0,3,8,2011,4,0,2,14,28,1,1
1382,36,560,1,2,2,0,3,8,2011,4,0,2,14,54,2,1
1383,36,560,2,1,2,0,3,8,2011,4,0,2,14,61,1,1
1384,36,560,3,1,2,0,3,8,2011,4,0,2,14,43,1,1
1385,36,561,1,1,10,0,4,8,2011,5,0,1,2,27,1,1
1386,36,561,2,1,10,0,4,8,2011,5,0,1,2,73,1,1
1387,36,562,1,1,1,0,5,8,2011,6,0,1,14,77,1,1
1388,36,562,1,2,1,0,5,8,2011,6,0,1,14,79,2,2
1389,36,563,1,1,10,0,6,8,2011,7,0,2,6,23,1,1
1390,36,563,1,2,10,0,6,8,2011,7,0,2,6,19,2,2
1391,36,563,1,3,10,0,6,8,2011,7,0,2,6,18,2,2
1392,36,564,1,1,1,0,6,8,2011,7,0,1,3,35,1,1
1393,36,565,1,1,1,0,6,8,2011,7,0,1,16,53,1,2
1394,36,565,1,2,1,0,6,8,2011,7,0,1,16,6,2,1
1395,36,566,1,1,2,0,19,4,2011,3,0,1,12,79,1,1
1396,36,566,2,1,2,0,19,4,2011,3,0,1,12,31,1,2
1397,36,566,2,2,2,0,19,4,2011,3,0,1,12,44,2,2
1398,36,566,2,3,2,0,19,4,2011,3,0,1,12,25,2,2
1399,36,566,2,4,2,0,19,4,2011,3,0,1,12,26,2,2
1400,36,567,0,1,1,0,2,8,2011,3,0,1,16,29,6,1
1401,36,567,1,1,1,0,2,8,2011,3,0,1,16,52,1,1
1402,36,568,1,1,10,0,7,8,2011,1,0,1,2,37,1,1
1403,36,569,1,1,1,0,8,8,2011,2,0,1,13,77,1,1
1404,36,569,2,1,1,0,8,8,2011,2,0,1,13,50,1,1
1405,36,570,1,1,1,0,7,8,2011,1,0,1,5,51,1,2
1406,36,571,1,1,1,0,6,8,2011,7,0,1,13,22,1,1
1407,36,571,1,2,1,0,6,8,2011,7,0,1,13,21,2,1
1408,36,571,2,1,1,0,6,8,2011,7,0,1,13,999,1,9
1409,36,571,3,1,1,0,6,8,2011,7,0,1,13,22,1,1
1410,36,571,3,2,1,0,6,8,2011,7,0,1,13,21,2,1
1411,36,572,1,1,1,0,7,8,2011,1,0,1,2,20,1,1
1412,36,572,2,1,1,0,7,8,2011,1,0,1,2,51,1,2
1413,36,573,1,1,1,0,21,6,2011,3,0,1,4,20,1,2
1414,36,573,1,2,1,0,21,6,2011,3,0,1,4,0,2,1
1415,36,573,2,1,1,0,21,6,2011,3,0,1,4,32,1,2
1416,36,573,2,2,1,0,21,6,2011,3,0,1,4,82,2,1
1417,36,574,1,1,1,0,8,8,2011,2,0,1,16,32,1,1
1418,36,574,1,2,1,0,8,8,2011,2,0,1,16,36,2,2
1419,36,574,2,1,1,0,8,8,2011,2,0,1,16,37,1,1
1420,36,575,1,1,1,0,24,7,2011,1,0,1,13,63,1,2
1421,36,575,2,1,1,0,24,7,2011,1,0,1,13,45,1,1
1422,36,575,2,2,1,0,24,7,2011,1,0,1,13,23,2,2
1423,36,576,1,1,1,0,11,8,2011,5,0,1,6,38,1,1
1424,36,577,1,1,1,0,11,8,2011,5,0,1,1,21,1,2
1425,36,577,1,2,1,0,11,8,2011,5,0,1,1,20,2,2
1426,36,577,1,3,1,0,11,8,2011,5,0,1,1,21,2,2
1427,36,577,1,4,1,0,11,8,2011,5,0,1,1,21,2,2
1428,36,578,1,1,1,0,12,8,2011,6,0,1,16,22,1,1
1429,36,579,0,1,1,0,10,8,2011,4,0,3,6,66,5,2
1430,36,579,0,2,1,0,10,8,2011,4,0,3,6,79,5,2
1431,36,579,0,3,1,0,10,8,2011,4,0,3,6,81,5,2
1432,36,579,1,1,1,0,10,8,2011,4,0,3,6,55,1,2
1433,36,580,1,1,10,0,10,8,2011,4,0,1,13,21,1,1
1434,36,580,2,1,10,0,10,8,2011,4,0,1,13,51,1,1
1435,36,581,1,1,1,0,12,8,2011,6,0,1,13,52,1,1
1436,36,581,2,1,1,0,12,8,2011,6,0,1,13,50,1,2
1437,36,581,2,2,1,0,12,8,2011,6,0,1,13,12,2,1
1438,36,582,1,1,10,0,15,8,2011,2,0,1,16,21,1,1
1439,36,583,1,1,10,0,13,8,2011,7,0,1,11,21,1,1
1440,36,584,1,1,1,0,13,8,2011,7,0,1,14,65,1,2
1441,36,585,1,1,10,0,16,8,2011,3,0,1,11,62,1,2
1442,36,585,1,2,10,0,16,8,2011,3,0,1,11,84,2,2
1443,36,585,2,1,10,0,16,8,2011,3,0,1,11,31,1,1
1444,36,585,3,1,10,0,16,8,2011,3,0,1,11,26,1,1
1445,36,585,3,2,10,0,16,8,2011,3,0,1,11,27,2,1
1446,36,586,1,1,2,0,14,8,2011,1,0,1,13,31,1,1
1447,36,586,1,2,2,0,14,8,2011,1,0,1,13,26,2,1
1448,36,586,1,3,2,0,14,8,2011,1,0,1,13,27,2,1
1449,36,586,1,4,2,0,14,8,2011,1,0,1,13,29,2,2
1450,36,586,1,5,2,0,14,8,2011,1,0,1,13,30,2,1
1451,36,587,1,1,1,0,10,7,2011,1,0,1,12,40,1,1
1452,36,587,2,1,1,0,10,7,2011,1,0,1,12,25,1,1
1453,36,588,1,1,1,0,24,7,2011,1,0,1,3,73,1,1
1454,36,588,1,2,1,0,24,7,2011,1,0,1,3,77,2,2
1455,36,588,2,1,1,0,24,7,2011,1,0,1,3,54,1,1
1456,36,590,1,1,10,0,17,8,2011,4,0,1,2,21,1,1
1457,36,590,2,1,10,0,17,8,2011,4,0,1,2,38,1,1
1458,36,591,1,1,10,0,17,8,2011,4,0,1,14,27,1,1
1459,36,592,0,1,10,0,15,8,2011,2,0,1,16,2,5,2
1460,36,592,1,1,10,0,15,8,2011,2,0,1,16,33,1,1
1461,36,593,1,1,1,0,9,6,2011,5,0,1,13,65,1,1
1462,36,593,2,1,1,0,9,6,2011,5,0,1,13,35,1,1
1463,36,593,3,1,1,0,9,6,2011,5,0,1,13,69,1,2
1464,36,593,3,2,1,0,9,6,2011,5,0,1,13,77,2,2
1465,36,593,4,1,1,0,9,6,2011,5,0,1,13,33,1,2
1466,36,594,1,1,1,0,18,8,2011,5,0,1,13,41,1,1
1467,36,595,1,1,10,0,18,8,2011,5,0,1,13,85,1,1
1468,36,596,1,1,1,0,19,7,2011,3,0,1,2,78,1,1
1469,36,596,1,2,1,0,19,7,2011,3,0,1,2,82,2,2
1470,36,596,1,3,1,0,19,7,2011,3,0,1,2,86,2,2
1471,36,596,1,4,1,0,19,7,2011,3,0,1,2,999,2,2
1472,36,596,2,1,1,0,19,7,2011,3,0,1,2,17,1,1
1473,36,597,1,1,1,0,18,8,2011,5,0,1,6,55,1,2
1474,36,597,2,1,1,0,18,8,2011,5,0,1,6,54,1,1
1475,36,598,1,1,1,0,17,8,2011,4,0,1,16,49,1,1
1476,36,599,1,1,1,0,17,8,2011,4,0,1,1,42,1,1
1477,36,599,1,2,1,0,17,8,2011,4,0,1,1,12,2,1
1478,36,600,0,1,10,0,18,8,2011,5,0,1,16,56,5,1
1479,36,600,1,1,10,0,18,8,2011,5,0,1,16,55,1,2
1480,36,601,1,1,1,0,19,8,2011,6,0,1,2,25,1,1
1481,36,602,1,1,1,0,18,8,2011,5,0,1,5,23,1,1
1482,36,602,2,1,1,0,18,8,2011,5,0,1,5,34,1,1
1483,36,603,0,1,1,0,19,8,2011,6,0,1,16,53,6,1
1484,36,603,1,1,1,0,19,8,2011,6,0,1,16,23,1,1
1485,36,604,0,1,1,0,21,8,2011,1,0,1,16,25,5,2
1486,36,604,1,1,1,0,21,8,2011,1,0,1,16,53,1,1
1487,36,605,1,1,1,0,20,8,2011,7,0,1,6,38,1,1
1488,36,606,1,1,1,0,23,8,2011,3,0,1,6,54,1,1
1489,36,606,1,2,1,0,23,8,2011,3,0,1,6,92,2,2
1490,36,607,1,1,1,0,23,8,2011,3,0,1,14,23,1,1
1491,36,608,0,1,1,0,22,8,2011,2,0,1,2,77,5,1
1492,36,608,1,1,1,0,22,8,2011,2,0,1,2,23,1,1
1493,36,609,1,1,1,0,24,8,2011,4,0,1,13,60,1,2
1494,36,609,2,1,1,0,24,8,2011,4,0,1,13,49,1,1
1495,36,610,1,1,10,0,24,8,2011,4,0,1,6,20,1,1
1496,36,611,1,1,1,0,23,8,2011,3,0,1,2,40,1,2
1497,36,611,1,2,1,0,23,8,2011,3,0,1,2,14,2,1
1498,36,611,2,1,1,0,23,8,2011,3,0,1,2,19,1,1
1499,36,612,1,1,1,0,2,7,2011,7,5,1,6,17,1,1
1500,36,612,1,2,1,0,2,7,2011,7,5,1,6,17,2,1
1501,36,613,1,1,10,0,28,8,2011,1,0,1,5,19,1,1
1502,36,614,1,1,1,0,26,8,2011,6,0,1,14,36,1,1
1503,36,614,2,1,1,0,26,8,2011,6,0,1,14,999,1,9
1504,36,615,1,1,1,0,31,7,2011,1,0,1,16,17,1,1
1505,36,615,1,2,1,0,31,7,2011,1,0,1,16,16,2,1
1506,36,615,1,3,1,0,31,7,2011,1,0,1,16,21,2,2
1507,36,616,1,1,10,0,27,8,2011,7,0,1,6,73,1,1
1508,36,617,1,1,2,0,27,8,2011,7,0,1,13,53,1,1
1509,36,617,2,1,2,0,27,8,2011,7,0,1,13,28,1,1
1510,36,617,3,1,2,0,27,8,2011,7,0,1,13,31,1,2
1511,36,618,1,1,1,0,28,8,2011,1,0,1,16,31,1,1
1512,36,618,2,1,1,0,28,8,2011,1,0,1,16,35,1,2
1513,36,619,0,1,1,0,27,8,2011,7,0,1,2,48,5,2
1514,36,619,1,1,1,0,27,8,2011,7,0,1,2,35,1,2
1515,36,620,1,1,10,0,27,8,2011,7,0,1,13,42,1,2
1516,36,620,2,1,10,0,27,8,2011,7,0,1,13,89,1,1
1517,36,621,0,1,1,0,29,8,2011,2,0,1,4,14,6,1
1518,36,621,1,1,1,0,29,8,2011,2,0,1,4,56,1,2
1519,36,622,1,1,1,0,27,8,2011,7,0,1,3,18,1,1
1520,36,622,2,1,1,0,27,8,2011,7,0,1,3,30,1,2
1521,36,623,1,1,2,0,29,8,2011,2,0,1,2,72,1,1
1522,36,624,0,1,10,0,4,8,2011,5,0,1,2,68,5,1
1523,36,624,1,1,10,0,4,8,2011,5,0,1,2,59,1,1
1524,36,625,1,1,1,0,6,8,2011,7,0,1,12,57,1,1
1525,36,626,0,1,1,0,12,8,2011,6,0,1,12,58,5,2
1526,36,626,1,1,1,0,12,8,2011,6,0,1,12,21,1,1
1527,36,627,1,1,1,0,29,8,2011,2,0,1,3,62,1,1
1528,36,628,0,1,10,0,14,8,2011,1,0,1,13,49,5,1
1529,36,628,1,1,10,0,14,8,2011,1,0,1,13,999,1,9
1530,36,629,1,1,10,0,21,8,2011,1,0,1,14,16,1,1
1531,36,630,1,1,1,0,21,8,2011,1,0,1,6,21,1,1
1532,36,631,1,1,5,0,30,8,2011,3,0,1,6,62,1,1
1533,36,632,1,1,1,0,30,8,2011,3,0,1,4,43,1,1
1534,36,632,2,1,1,0,30,8,2011,3,0,1,4,37,1,1
1535,36,633,0,1,1,0,30,8,2011,3,0,1,16,29,6,2
1536,36,633,1,1,1,0,30,8,2011,3,0,1,16,34,1,1
1537,36,634,0,1,1,0,14,7,2011,5,0,1,16,60,5,2
1538,36,634,1,1,1,0,14,7,2011,5,0,1,16,40,1,1
1539,36,635,1,1,10,0,29,8,2011,2,0,2,3,70,1,1
1540,36,635,2,1,10,0,29,8,2011,2,0,2,3,29,1,2
1541,36,635,2,2,10,0,29,8,2011,2,0,2,3,9,2,1
1542,36,635,2,3,10,0,29,8,2011,2,0,2,3,999,2,2
1543,36,636,1,1,1,0,29,8,2011,2,0,1,16,25,1,1
1544,36,636,1,2,1,0,29,8,2011,2,0,1,16,18,2,1
1545,36,636,1,3,1,0,29,8,2011,2,0,1,16,18,2,2
1546,36,636,1,4,1,0,29,8,2011,2,0,1,16,18,2,2
1547,36,636,1,5,1,0,29,8,2011,2,0,1,16,15,2,1
1548,36,636,1,6,1,0,29,8,2011,2,0,1,16,18,2,2
1549,36,636,1,7,1,0,29,8,2011,2,0,1,16,18,2,1
1550,36,636,1,8,1,0,29,8,2011,2,0,1,16,16,2,2
1551,36,636,2,1,1,0,29,8,2011,2,0,1,16,20,1,1
1552,36,637,1,1,1,0,30,8,2011,3,0,1,3,21,1,2
1553,36,637,1,2,1,0,30,8,2011,3,0,1,3,22,2,2
1554,36,637,2,1,1,0,30,8,2011,3,0,1,3,49,1,2
1555,36,638,1,1,1,0,31,8,2011,4,0,1,11,29,1,1
1556,36,638,1,2,1,0,31,8,2011,4,0,1,11,57,2,1
1557,36,638,2,1,1,0,31,8,2011,4,0,1,11,31,1,1
1558,36,639,1,1,5,0,10,8,2011,4,0,1,6,23,1,2
1559,36,640,1,1,1,0,22,7,2011,6,0,1,1,60,1,1
1560,36,640,1,2,1,0,22,7,2011,6,0,1,1,71,2,2
1561,36,640,1,3,1,0,22,7,2011,6,0,1,1,63,2,2
1562,36,640,1,4,1,0,22,7,2011,6,0,1,1,37,2,2
1563,36,640,1,5,1,0,22,7,2011,6,0,1,1,48,2,2
1564,36,640,1,6,1,0,22,7,2011,6,0,1,1,999,2,1
1565,36,640,1,7,1,0,22,7,2011,6,0,1,1,999,2,2
1566,36,640,1,8,1,0,22,7,2011,6,0,1,1,59,2,2
1567,36,640,1,9,1,0,22,7,2011,6,0,1,1,59,2,2
1568,36,640,1,10,1,0,22,7,2011,6,0,1,1,21,2,2
1569,36,640,1,11,1,0,22,7,2011,6,0,1,1,50,2,2
1570,36,640,1,12,1,0,22,7,2011,6,0,1,1,54,2,2
1571,36,640,1,13,1,0,22,7,2011,6,0,1,1,26,2,2
1572,36,640,1,14,1,0,22,7,2011,6,0,1,1,49,2,2
1573,36,640,1,15,1,0,22,7,2011,6,0,1,1,49,2,2
1574,36,640,1,16,1,0,22,7,2011,6,0,1,1,50,2,2
1575,36,640,1,17,1,0,22,7,2011,6,0,1,1,999,2,2
1576,36,640,1,18,1,0,22,7,2011,6,0,1,1,60,2,2
1577,36,640,1,19,1,0,22,7,2011,6,0,1,1,30,2,2
1578,36,640,1,20,1,0,22,7,2011,6,0,1,1,30,2,2
1579,36,640,1,21,1,0,22,7,2011,6,0,1,1,52,2,1
1580,36,640,1,22,1,0,22,7,2011,6,0,1,1,59,2,2
1581,36,640,1,23,1,0,22,7,2011,6,0,1,1,26,2,1
1582,36,640,1,24,1,0,22,7,2011,6,0,1,1,40,2,2
1583,36,640,1,25,1,0,22,7,2011,6,0,1,1,11,2,2
1584,36,640,1,26,1,0,22,7,2011,6,0,1,1,30,2,1
1585,36,640,1,27,1,0,22,7,2011,6,0,1,1,60,2,2
1586,36,640,1,28,1,0,22,7,2011,6,0,1,1,58,2,1
1587,36,640,1,29,1,0,22,7,2011,6,0,1,1,39,2,2
1588,36,640,1,30,1,0,22,7,2011,6,0,1,1,40,2,2
1589,36,640,1,31,1,0,22,7,2011,6,0,1,1,34,2,2
1590,36,640,1,32,1,0,22,7,2011,6,0,1,1,20,2,2
1591,36,640,1,33,1,0,22,7,2011,6,0,1,1,27,2,2
1592,36,640,1,34,1,0,22,7,2011,6,0,1,1,21,2,2
1593,36,640,1,35,1,0,22,7,2011,6,0,1,1,47,2,2
1594,36,640,1,36,1,0,22,7,2011,6,0,1,1,15,2,1
1595,36,640,1,37,1,0,22,7,2011,6,0,1,1,25,2,1
1596,36,640,1,38,1,0,22,7,2011,6,0,1,1,50,2,2
1597,36,640,1,39,1,0,22,7,2011,6,0,1,1,50,2,2
1598,36,640,1,40,1,0,22,7,2011,6,0,1,1,45,2,2
1599,36,640,1,41,1,0,22,7,2011,6,0,1,1,45,2,2
1600,36,640,1,42,1,0,22,7,2011,6,0,1,1,47,2,1
1601,36,640,1,43,1,0,22,7,2011,6,0,1,1,33,2,1
1602,36,640,1,44,1,0,22,7,2011,6,0,1,1,58,2,2
1603,36,640,2,1,1,0,22,7,2011,6,0,1,1,59,1,1
1604,36,641,1,1,1,0,30,8,2011,3,0,1,6,80,1,1
1605,36,642,0,1,1,0,1,9,2011,5,0,1,13,53,5,1
1606,36,642,1,1,1,0,1,9,2011,5,0,1,13,27,1,1
1607,36,643,1,1,10,0,31,8,2011,4,0,1,2,48,1,1
1608,36,643,2,1,10,0,31,8,2011,4,0,1,2,17,1,2
1609,36,644,1,1,1,0,31,8,2011,4,0,2,2,68,1,1
1610,36,644,2,1,1,0,31,8,2011,4,0,2,2,68,1,2
1611,36,644,2,2,1,0,31,8,2011,4,0,2,2,68,2,2
1612,36,645,1,1,10,0,1,9,2011,5,0,1,4,25,1,1
1613,36,646,1,1,1,0,2,9,2011,6,0,1,5,61,1,1
1614,36,647,1,1,10,0,2,9,2011,6,0,1,3,53,1,2
1615,36,648,0,1,1,0,2,9,2011,6,0,1,15,78,5,2
1616,36,648,1,1,1,0,2,9,2011,6,0,1,15,999,1,9
1617,36,649,1,1,1,0,4,9,2011,1,6,1,6,51,1,1
1618,36,650,1,1,1,0,4,9,2011,1,6,1,1,54,1,1
1619,36,650,1,2,1,0,4,9,2011,1,6,1,1,29,2,1
1620,36,650,2,1,1,0,4,9,2011,1,6,1,1,999,1,9
1621,36,650,3,1,1,0,4,9,2011,1,6,1,1,18,1,1
1622,36,650,3,2,1,0,4,9,2011,1,6,1,1,18,2,1
1623,36,650,3,3,1,0,4,9,2011,1,6,1,1,18,2,2
1624,36,650,3,4,1,0,4,9,2011,1,6,1,1,18,2,2
1625,36,651,1,1,1,0,17,8,2011,4,0,1,14,27,1,1
1626,36,651,2,1,1,0,17,8,2011,4,0,1,14,54,1,1
1627,36,652,0,1,1,0,4,9,2011,1,6,1,13,23,5,1
1628,36,652,1,1,1,0,4,9,2011,1,6,1,13,55,1,1
1629,36,653,1,1,1,0,2,9,2011,6,6,1,16,44,1,1
1630,36,653,2,1,1,0,2,9,2011,6,6,1,16,24,1,2
1631,36,653,2,2,1,0,2,9,2011,6,6,1,16,15,2,1
1632,36,654,0,1,98,0,14,2,2011,2,0,1,13,54,5,1
1633,36,654,1,1,98,0,14,2,2011,2,0,1,13,43,1,1
1634,36,655,0,1,1,0,2,8,2011,3,0,1,14,60,6,1
1635,36,655,1,1,1,0,2,8,2011,3,0,1,14,21,1,1
1636,36,655,1,2,1,0,2,8,2011,3,0,1,14,21,2,1
1637,36,655,1,3,1,0,2,8,2011,3,0,1,14,23,2,1
1638,36,656,1,1,1,0,10,8,2011,4,0,1,16,39,1,1
1639,36,656,2,1,1,0,10,8,2011,4,0,1,16,49,1,2
1640,36,657,1,1,1,0,11,4,2011,2,0,2,13,20,1,1
1641,36,657,1,2,1,0,11,4,2011,2,0,2,13,18,2,1
1642,36,657,1,3,1,0,11,4,2011,2,0,2,13,16,2,1
1643,36,657,2,1,1,0,11,4,2011,2,0,2,13,53,1,1
1644,36,657,2,2,1,0,11,4,2011,2,0,2,13,23,2,1
1645,36,658,1,1,1,0,12,8,2011,6,0,1,3,27,1,1
1646,36,658,2,1,1,0,12,8,2011,6,0,1,3,45,1,1
1647,36,658,3,1,1,0,12,8,2011,6,0,1,3,48,1,1
1648,36,659,1,1,1,0,31,8,2011,4,0,1,13,48,1,2
1649,36,659,2,1,1,0,31,8,2011,4,0,1,13,37,1,2
1650,36,660,1,1,10,0,3,5,2011,3,0,1,14,18,1,1
1651,36,660,2,1,10,0,3,5,2011,3,0,1,14,37,1,1
1652,36,661,0,1,1,0,21,7,2011,5,0,1,13,53,5,1
1653,36,661,1,1,1,0,21,7,2011,5,0,1,13,43,1,2
1654,36,662,1,1,1,0,30,7,2011,7,0,1,2,39,1,1
1655,36,662,1,2,1,0,30,7,2011,7,0,1,2,37,2,2
1656,36,662,1,3,1,0,30,7,2011,7,0,1,2,16,2,2
1657,36,662,1,4,1,0,30,7,2011,7,0,1,2,4,2,1
1658,36,662,1,5,1,0,30,7,2011,7,0,1,2,3,2,1
1659,36,662,1,6,1,0,30,7,2011,7,0,1,2,7,2,1
1660,36,662,1,7,1,0,30,7,2011,7,0,1,2,14,2,1
1661,36,662,1,8,1,0,30,7,2011,7,0,1,2,11,2,1
1662,36,663,1,1,1,0,3,5,2011,3,0,1,13,19,1,1
1663,36,663,1,2,1,0,3,5,2011,3,0,1,13,18,2,2
1664,36,663,1,3,1,0,3,5,2011,3,0,1,13,19,2,1
1665,36,663,1,4,1,0,3,5,2011,3,0,1,13,16,2,2
1666,36,663,1,5,1,0,3,5,2011,3,0,1,13,23,2,1
1667,36,663,1,6,1,0,3,5,2011,3,0,1,13,17,2,1
1668,36,664,1,1,1,0,4,9,2011,1,6,1,12,46,1,1
1669,36,665,1,1,10,0,5,9,2011,2,6,1,14,40,1,1
1670,36,666,0,1,2,10,5,9,2011,2,6,1,13,57,5,1
1671,36,666,1,1,2,10,5,9,2011,2,6,1,13,32,1,2
1672,36,667,1,1,1,0,22,8,2011,2,0,1,2,65,1,2
1673,36,667,1,2,1,0,22,8,2011,2,0,1,2,67,2,1
1674,36,667,2,1,1,0,22,8,2011,2,0,1,2,27,1,2
1675,36,668,1,1,10,0,8,9,2011,5,0,1,6,39,1,1
1676,36,669,1,1,2,10,8,9,2011,5,0,1,16,29,1,1
1677,36,670,1,1,2,10,5,9,2011,2,6,3,3,21,1,1
1678,36,670,2,1,2,10,5,9,2011,2,6,3,3,24,1,1
1679,36,670,2,2,2,10,5,9,2011,2,6,3,3,9,2,1
1680,36,670,2,3,2,10,5,9,2011,2,6,3,3,12,2,1
1681,36,671,0,1,2,10,7,9,2011,4,0,1,13,102,5,1
1682,36,671,1,1,2,10,7,9,2011,4,0,1,13,51,1,1
1683,36,672,1,1,1,0,7,8,2011,1,0,1,16,55,1,1
1684,36,672,2,1,1,0,7,8,2011,1,0,1,16,61,1,1
1685,36,672,2,2,1,0,7,8,2011,1,0,1,16,55,2,2
1686,36,672,2,3,1,0,7,8,2011,1,0,1,16,42,2,1
