dis_id,sch_id,stud_nm,sex,ethnic,reading,math,sch_size,sch_ses,dis_size,dis_ses,locale,ethnic1
"30,011.00","1,010","60,927",2,1,23.00,17.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,928",1,1,17.00,47.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,929",2,1,57.00,29.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,930",2,1,72.00,61.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,931",1,1,21.00,32.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,932",1,1,16.00,1.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,933",2,5,15.00,16.00,0.78,-4.72,0.11,7.27,6,1.00
"30,011.00","1,010","60,934",#NULL!,1,43.00,33.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,935",1,1,44.00,60.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,936",1,1,33.00,50.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,937",2,1,60.00,51.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,938",2,1,38.00,37.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,939",1,#NULL!,99.00,91.00,0.78,-4.72,0.11,7.27,6,#NULL!
"30,011.00","1,010","60,940",2,#NULL!,45.00,44.00,0.78,-4.72,0.11,7.27,6,#NULL!
"30,011.00","1,010","60,941",1,1,22.00,44.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,942",2,1,63.00,37.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,943",2,1,28.00,20.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,944",2,1,56.00,61.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,945",1,1,21.00,47.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,946",2,1,62.00,58.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,947",2,1,60.00,50.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,948",2,1,57.00,54.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,949",1,1,56.00,43.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,950",1,1,70.00,68.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,951",2,1,65.00,60.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,952",1,1,40.00,48.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,953",2,1,57.00,39.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,954",1,1,47.00,45.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,955",1,1,43.00,86.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,956",2,1,69.00,57.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,957",2,1,46.00,44.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,958",2,1,62.00,38.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,959",2,1,37.00,32.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,960",1,1,53.00,54.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,961",2,1,76.00,56.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,962",1,1,21.00,39.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,963",2,1,55.00,67.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,964",2,1,57.00,43.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,965",1,1,46.00,38.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,966",2,#NULL!,47.00,30.00,0.78,-4.72,0.11,7.27,6,#NULL!
"30,011.00","1,010","60,967",1,1,38.00,30.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,968",1,1,51.00,63.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,969",2,1,63.00,70.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,970",2,#NULL!,60.00,17.00,0.78,-4.72,0.11,7.27,6,#NULL!
"30,011.00","1,010","60,971",1,1,26.00,47.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,972",1,2,37.00,34.00,0.78,-4.72,0.11,7.27,6,1.00
"30,011.00","1,010","60,973",1,1,52.00,51.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,974",2,1,74.00,73.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,975",2,1,69.00,52.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,976",2,1,64.00,65.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,977",1,1,63.00,77.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,978",1,#NULL!,54.00,66.00,0.78,-4.72,0.11,7.27,6,#NULL!
"30,011.00","1,010","60,979",2,#NULL!,62.00,50.00,0.78,-4.72,0.11,7.27,6,#NULL!
"30,011.00","1,010","60,980",2,1,33.00,38.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,981",2,1,70.00,64.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,982",2,1,36.00,29.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,983",2,1,73.00,64.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,984",1,#NULL!,1.00,25.00,0.78,-4.72,0.11,7.27,6,#NULL!
"30,011.00","1,010","60,985",1,1,28.00,21.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,986",1,1,30.00,56.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,987",1,1,33.00,42.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,988",1,1,20.00,30.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,989",1,1,25.00,12.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,990",2,1,28.00,3.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,991",2,1,10.00,18.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,992",1,1,30.00,31.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,993",1,#NULL!,38.00,40.00,0.78,-4.72,0.11,7.27,6,#NULL!
"30,011.00","1,010","60,994",2,1,23.00,23.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,995",1,1,29.00,30.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,996",2,1,51.00,48.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,997",1,1,35.00,23.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,998",1,1,73.00,50.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","60,999",1,1,30.00,53.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,000",1,#NULL!,73.00,82.00,0.78,-4.72,0.11,7.27,6,#NULL!
"30,011.00","1,010","61,001",1,1,53.00,76.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,002",2,1,38.00,33.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,003",2,#NULL!,53.00,50.00,0.78,-4.72,0.11,7.27,6,#NULL!
"30,011.00","1,010","61,004",#NULL!,1,10.00,23.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,005",1,1,22.00,19.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,006",2,1,53.00,26.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,007",1,1,52.00,29.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,008",1,2,30.00,21.00,0.78,-4.72,0.11,7.27,6,1.00
"30,011.00","1,010","61,009",1,1,64.00,78.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,010",1,1,21.00,1.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,011",2,1,37.00,57.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,012",2,1,78.00,99.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,013",2,1,58.00,58.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,014",1,1,52.00,64.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,015",2,1,14.00,5.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,016",1,1,29.00,51.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,017",2,1,40.00,26.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,018",2,1,87.00,52.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,019",1,1,62.00,66.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,020",2,1,60.00,78.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,021",1,1,37.00,14.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,022",1,1,50.00,48.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,023",2,1,74.00,64.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,024",1,5,55.00,73.00,0.78,-4.72,0.11,7.27,6,1.00
"30,011.00","1,010","61,025",1,1,30.00,49.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,026",2,1,21.00,51.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,027",1,1,23.00,54.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,028",1,1,36.00,28.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,029",1,1,37.00,47.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,030",1,1,58.00,64.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,031",2,1,72.00,66.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,032",2,1,74.00,54.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,033",2,1,53.00,70.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,034",1,1,59.00,95.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,035",1,1,43.00,73.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,036",1,1,32.00,38.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,037",2,#NULL!,63.00,45.00,0.78,-4.72,0.11,7.27,6,#NULL!
"30,011.00","1,010","61,038",1,1,61.00,42.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,039",2,2,56.00,41.00,0.78,-4.72,0.11,7.27,6,1.00
"30,011.00","1,010","61,040",2,1,53.00,52.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,041",2,1,62.00,67.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,042",1,1,53.00,47.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,043",1,1,60.00,34.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,044",2,1,55.00,40.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,045",1,1,77.00,83.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,046",1,1,78.00,79.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,047",2,1,64.00,50.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,048",2,1,37.00,35.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,049",1,1,58.00,50.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,050",1,1,45.00,53.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,051",2,2,40.00,29.00,0.78,-4.72,0.11,7.27,6,1.00
"30,011.00","1,010","61,052",2,1,38.00,31.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,053",1,1,51.00,64.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,054",2,1,33.00,54.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,055",2,1,33.00,29.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,056",2,1,65.00,60.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,057",1,1,29.00,47.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,058",1,1,55.00,45.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,059",1,1,64.00,69.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,060",1,1,62.00,42.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,061",1,1,19.00,36.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,062",2,1,25.00,16.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,063",2,1,37.00,40.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,064",1,#NULL!,54.00,34.00,0.78,-4.72,0.11,7.27,6,#NULL!
"30,011.00","1,010","61,065",1,1,25.00,19.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,066",2,1,64.00,44.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,067",1,1,19.00,58.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,068",1,1,40.00,25.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,069",2,1,40.00,27.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,070",1,1,34.00,57.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,071",1,#NULL!,45.00,73.00,0.78,-4.72,0.11,7.27,6,#NULL!
"30,011.00","1,010","61,072",1,1,21.00,38.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,073",1,1,40.00,47.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,074",1,1,75.00,77.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,075",1,1,62.00,45.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,076",1,1,79.00,70.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,077",1,1,25.00,60.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,078",1,1,55.00,74.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,079",1,1,61.00,78.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,080",2,2,72.00,56.00,0.78,-4.72,0.11,7.27,6,1.00
"30,011.00","1,010","61,081",2,1,56.00,38.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,082",2,1,47.00,57.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,083",1,1,53.00,79.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,084",2,1,50.00,55.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,085",1,1,43.00,45.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,086",1,1,48.00,47.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,087",1,1,31.00,65.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,088",1,1,30.00,42.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,089",1,1,55.00,78.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,090",2,1,34.00,21.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,091",2,1,39.00,39.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,092",2,1,1.00,48.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,093",2,1,60.00,51.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,094",2,1,53.00,41.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,095",2,1,81.00,61.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,096",2,1,72.00,99.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,097",2,1,62.00,73.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,098",1,1,34.00,43.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,099",1,1,60.00,64.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,100",1,5,54.00,90.00,0.78,-4.72,0.11,7.27,6,1.00
"30,011.00","1,010","61,101",2,1,49.00,75.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,102",1,1,45.00,34.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,103",1,1,27.00,28.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,104",1,1,72.00,85.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,105",1,1,10.00,1.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,106",1,1,29.00,19.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,107",1,1,59.00,61.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,108",1,1,34.00,28.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,109",2,1,64.00,36.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,110",1,1,42.00,56.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,111",2,2,67.00,55.00,0.78,-4.72,0.11,7.27,6,1.00
"30,011.00","1,010","61,112",1,2,16.00,53.00,0.78,-4.72,0.11,7.27,6,1.00
"30,011.00","1,010","61,113",1,1,37.00,33.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,114",2,1,42.00,33.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,115",1,2,35.00,45.00,0.78,-4.72,0.11,7.27,6,1.00
"30,011.00","1,010","61,116",2,1,76.00,63.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,117",2,5,45.00,63.00,0.78,-4.72,0.11,7.27,6,1.00
"30,011.00","1,010","61,118",1,1,31.00,12.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,119",2,1,48.00,56.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,122",1,1,31.00,43.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,123",2,1,33.00,22.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,124",1,1,37.00,51.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,126",1,1,43.00,52.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,127",2,1,48.00,37.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,128",2,1,45.00,43.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,130",2,1,35.00,5.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,134",1,1,52.00,53.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,131",2,1,34.00,23.00,0.78,-4.72,0.11,7.27,6,0.00
"30,011.00","1,010","61,132",1,1,22.00,1.00,0.78,-4.72,0.11,7.27,6,0.00
"30,027.00","5,020","77,579",2,5,27.00,24.00,0.97,-16.59,0.27,-9.19,6,1.00
"30,027.00","5,020","77,580",1,1,31.00,36.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,581",1,1,25.00,12.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,582",1,1,47.00,48.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,584",1,1,28.00,29.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,585",1,1,11.00,30.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,586",1,1,34.00,43.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,587",1,1,1.00,28.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,588",1,1,45.00,19.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,589",1,1,16.00,14.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,590",2,1,59.00,44.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,591",1,5,25.00,1.00,0.97,-16.59,0.27,-9.19,6,1.00
"30,027.00","5,020","77,592",1,1,38.00,46.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,594",1,1,72.00,69.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,595",2,5,64.00,49.00,0.97,-16.59,0.27,-9.19,6,1.00
"30,027.00","5,020","77,596",2,1,14.00,19.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,597",1,1,36.00,48.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,598",1,1,45.00,38.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,599",1,1,52.00,23.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,600",1,1,56.00,50.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,601",2,1,27.00,27.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,602",1,1,37.00,55.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,603",2,1,93.00,61.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,604",2,1,25.00,13.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,605",1,1,50.00,33.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,606",1,1,35.00,29.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,607",2,1,22.00,1.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,608",1,1,50.00,59.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,609",1,1,72.00,39.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,610",1,1,45.00,43.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,611",1,1,48.00,32.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,613",1,1,32.00,32.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,614",1,1,45.00,56.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,615",1,1,41.00,33.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,616",2,1,59.00,38.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,617",2,1,28.00,21.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,618",1,1,12.00,30.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,619",1,1,33.00,42.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,620",1,1,59.00,64.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,621",1,1,56.00,89.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,622",2,1,79.00,64.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,623",1,1,48.00,51.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,624",1,5,56.00,50.00,0.97,-16.59,0.27,-9.19,6,1.00
"30,027.00","5,020","77,625",1,1,39.00,43.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,626",2,1,50.00,29.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,627",1,1,51.00,60.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,628",1,1,32.00,43.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,629",1,1,31.00,21.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,630",2,1,44.00,50.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,631",1,1,36.00,29.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,632",2,1,53.00,52.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,633",1,1,36.00,29.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,634",2,1,27.00,23.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,635",2,1,40.00,32.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,636",1,1,24.00,10.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,637",1,1,53.00,47.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,638",2,1,21.00,35.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,639",2,1,30.00,14.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,640",1,1,21.00,51.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,641",1,1,60.00,60.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,642",1,1,18.00,9.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,643",1,1,31.00,32.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,644",1,1,40.00,21.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,645",2,1,57.00,79.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,646",2,1,51.00,57.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,647",1,1,32.00,39.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,648",1,1,32.00,14.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,649",1,1,33.00,71.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,650",2,1,45.00,42.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,651",1,1,57.00,53.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,652",1,1,29.00,45.00,0.97,-16.59,0.27,-9.19,6,0.00
"30,027.00","5,020","77,653",2,1,37.00,4.00,0.97,-16.59,0.27,-9.19,6,0.00
